notes,has_complication,ssn,hospital
normal risk,True,485-17-1486,AR
normal risk,False,485-24-7847,AK
normal risk,False,485-38-4138,AL
normal risk,False,485-59-1895,AL
normal risk,False,485-69-4038,AK
normal risk,False,485-72-0671,AL
normal risk,False,485-78-5074,AL
normal risk,False,485-88-6149,AK
normal risk,False,486-09-5350,AK
normal risk,False,486-26-4977,AR
normal risk,False,486-38-5484,AL
normal risk,False,486-40-9297,AK
normal risk,False,486-47-5393,AK
normal risk,False,486-49-7647,AK
normal risk,False,486-56-2403,AK
normal risk,False,486-56-4285,AK
high risk,True,486-68-4552,AR
normal risk,False,486-72-0475,AL
normal risk,False,486-81-6098,AK
normal risk,False,486-84-3834,AK
normal risk,False,486-98-8185,AR
normal risk,False,487-08-1253,AL
normal risk,False,487-27-7128,AL
normal risk,False,487-39-0868,AK
normal risk,False,487-41-6202,AK
normal risk,False,487-42-0738,AL
normal risk,False,487-48-5687,AR
high risk,True,487-63-6989,AR
normal risk,True,487-78-6056,AK
normal risk,False,487-95-3261,AL
normal risk,False,487-98-8357,AL
normal risk,False,488-06-4454,AR
normal risk,True,488-25-0625,AL
normal risk,False,488-35-2689,AK
normal risk,False,488-35-6024,AR
normal risk,False,488-41-3879,AK
normal risk,False,488-42-1887,AR
high risk,True,488-43-4750,AL
normal risk,False,488-47-2219,AR
normal risk,True,488-47-4616,AR
high risk,True,488-53-4960,AR
high risk,False,488-66-1051,AK
normal risk,False,488-66-3092,AK
normal risk,False,488-68-9834,AK
high risk,False,488-75-9124,AR
normal risk,False,488-81-7789,AR
normal risk,True,488-84-4475,AR
normal risk,False,488-89-7605,AR
normal risk,False,489-15-4659,AL
normal risk,False,489-21-7425,AK
normal risk,False,489-22-3774,AR
high risk,True,489-32-3035,AL
normal risk,True,489-36-4613,AK
high risk,False,489-44-8272,AR
normal risk,False,489-58-9622,AR
normal risk,False,489-63-8406,AK
normal risk,True,489-74-9943,AR
normal risk,False,490-35-9667,AL
normal risk,False,490-41-5389,AK
normal risk,True,490-44-6239,AL
normal risk,False,490-51-7283,AK
normal risk,False,490-56-7452,AR
normal risk,False,490-58-9210,AL
normal risk,False,490-63-4075,AR
normal risk,False,490-72-6550,AL
normal risk,False,490-80-4227,AR
normal risk,False,490-91-1451,AR
high risk,True,490-92-9011,AK
high risk,True,491-02-2058,AR
normal risk,False,491-02-8112,AR
normal risk,False,491-10-0422,AK
normal risk,True,491-11-6169,AK
normal risk,True,491-16-5086,AR
high risk,True,491-17-3723,AR
normal risk,False,491-20-0852,AL
normal risk,False,491-33-8704,AK
normal risk,False,491-35-8988,AK
normal risk,True,491-52-2790,AR
normal risk,False,491-66-0936,AK
normal risk,False,491-80-5756,AL
normal risk,False,491-93-6642,AK
normal risk,False,492-01-8103,AL
normal risk,False,492-04-3571,AL
normal risk,False,492-17-2134,AK
high risk,True,492-19-8086,AL
normal risk,False,493-02-7268,AR
normal risk,False,493-08-4299,AR
high risk,True,493-09-0476,AL
normal risk,False,493-10-9253,AK
high risk,True,493-15-9085,AK
normal risk,False,493-16-2333,AK
high risk,False,493-39-3059,AR
normal risk,False,493-80-1775,AL
normal risk,False,493-82-4514,AK
normal risk,True,493-83-4633,AR
normal risk,False,493-85-8703,AR
normal risk,False,493-93-6802,AR
normal risk,False,493-99-4451,AL
normal risk,False,494-31-0265,AR
normal risk,True,494-41-2121,AK
normal risk,False,494-43-6351,AK
normal risk,False,494-46-2434,AK
normal risk,False,494-47-4019,AK
normal risk,False,494-54-2092,AK
high risk,True,494-73-1456,AK
normal risk,False,494-80-1616,AL
normal risk,False,494-85-6429,AK
normal risk,True,494-90-2610,AR
high risk,False,494-94-0652,AL
normal risk,False,495-01-7945,AK
normal risk,False,495-64-8584,AL
normal risk,True,495-70-4319,AL
normal risk,False,495-81-0876,AL
normal risk,False,495-90-4591,AR
normal risk,True,495-93-1670,AK
normal risk,False,496-18-7819,AK
normal risk,False,496-24-2942,AL
normal risk,False,496-41-8779,AL
normal risk,False,496-60-0095,AL
normal risk,False,496-66-5058,AL
normal risk,False,496-79-8726,AK
normal risk,False,496-82-6779,AR
normal risk,False,496-82-6858,AR
high risk,False,497-16-3057,AK
normal risk,False,497-20-8201,AK
normal risk,False,497-25-2553,AR
normal risk,True,497-36-5969,AL
normal risk,False,497-69-8718,AL
normal risk,False,497-98-3089,AR
normal risk,False,498-16-5731,AL
normal risk,False,498-22-3391,AR
normal risk,False,498-24-8053,AK
normal risk,False,498-55-9086,AK
normal risk,False,498-68-6851,AK
normal risk,False,498-69-3640,AK
high risk,True,498-96-2595,AR
normal risk,False,499-04-4808,AR
normal risk,False,499-07-0153,AL
normal risk,True,499-12-6454,AR
normal risk,False,499-19-4366,AL
normal risk,False,499-33-0887,AL
normal risk,False,499-73-3222,AL
high risk,True,499-76-6094,AK
normal risk,True,499-91-2677,AL
normal risk,False,499-92-0675,AR
normal risk,False,500-02-5035,AL
normal risk,True,500-12-1753,AR
normal risk,False,500-15-7168,AR
normal risk,False,500-24-5650,AK
normal risk,False,500-42-3046,AL
normal risk,True,500-50-4754,AR
normal risk,False,500-68-7758,AR
normal risk,False,500-69-5962,AL
normal risk,True,500-74-4999,AL
high risk,True,500-92-2808,AL
normal risk,True,500-94-8419,AK
normal risk,True,500-96-6010,AK
normal risk,False,500-97-9362,AR
normal risk,True,500-98-8091,AK
normal risk,True,501-13-8752,AR
normal risk,False,501-21-1976,AR
normal risk,True,501-33-7631,AK
high risk,True,501-45-3367,AL
normal risk,False,501-53-4637,AL
normal risk,False,501-54-3301,AR
normal risk,False,501-61-2544,AL
normal risk,False,501-93-1523,AR
normal risk,False,501-94-0682,AR
normal risk,False,502-08-5414,AL
normal risk,False,502-13-2007,AL
high risk,False,502-17-7981,AR
normal risk,True,502-21-3461,AK
normal risk,False,502-22-5941,AK
high risk,True,502-27-0329,AR
normal risk,False,502-28-4900,AL
normal risk,True,502-34-4625,AK
normal risk,True,502-40-4571,AR
normal risk,True,502-53-8704,AL
normal risk,False,502-78-8555,AL
normal risk,False,502-87-9627,AK
high risk,True,502-90-1001,AR
normal risk,False,503-03-5310,AK
high risk,False,503-13-1576,AL
normal risk,True,503-14-5168,AK
normal risk,False,503-30-7428,AK
normal risk,False,503-35-7389,AR
normal risk,True,503-49-9363,AK
normal risk,False,503-53-3941,AL
normal risk,False,503-58-1245,AR
high risk,True,503-84-9256,AL
normal risk,False,503-93-5196,AL
normal risk,False,504-19-8462,AL
normal risk,False,504-39-4371,AL
normal risk,False,504-49-8850,AL
normal risk,False,504-58-1340,AL
normal risk,False,504-63-4886,AK
normal risk,False,504-80-8733,AR
normal risk,True,504-89-3795,AL
normal risk,False,505-01-3111,AL
high risk,True,505-07-9722,AK
normal risk,False,505-09-8799,AR
normal risk,True,505-16-6835,AL
high risk,True,505-29-1081,AR
high risk,True,505-33-1716,AK
normal risk,True,505-35-2655,AK
normal risk,False,505-47-0360,AK
normal risk,True,505-60-9516,AK
normal risk,False,505-78-7933,AR
normal risk,False,505-84-0634,AR
normal risk,False,506-08-8608,AR
normal risk,False,506-09-7990,AK
normal risk,True,506-28-3052,AK
normal risk,False,506-30-2058,AL
normal risk,False,506-33-0116,AL
normal risk,False,506-57-7978,AR
normal risk,False,506-79-6168,AK
normal risk,False,506-87-3706,AR
normal risk,True,506-97-8223,AR
normal risk,False,507-10-3871,AK
normal risk,False,507-35-5525,AR
normal risk,True,507-46-3499,AR
normal risk,False,507-54-5446,AL
normal risk,False,507-67-0174,AK
normal risk,True,507-89-0745,AL
normal risk,False,508-09-0793,AK
normal risk,False,508-37-1961,AL
normal risk,True,508-43-1514,AR
normal risk,False,508-46-9076,AK
normal risk,False,508-48-5879,AR
normal risk,False,508-85-3962,AL
normal risk,True,508-97-8685,AL
normal risk,True,509-07-2683,AK
normal risk,False,509-09-9914,AR
normal risk,False,509-25-4120,AR
normal risk,False,509-25-6056,AL
normal risk,True,509-28-4659,AR
normal risk,False,509-32-5943,AL
high risk,False,509-36-8714,AR
normal risk,False,509-37-0621,AR
normal risk,False,509-40-7418,AL
normal risk,False,509-43-4210,AL
normal risk,False,509-62-1343,AL
normal risk,False,509-76-3116,AL
normal risk,False,509-83-5730,AR
normal risk,False,509-87-4727,AK
normal risk,True,509-87-8497,AL
normal risk,True,510-08-7228,AL
normal risk,False,510-16-8943,AK
normal risk,False,510-19-8522,AR
normal risk,False,510-21-2579,AK
normal risk,False,510-27-3528,AR
high risk,True,510-32-4737,AR
normal risk,False,510-50-1415,AR
normal risk,False,510-52-4022,AL
normal risk,False,510-62-4548,AR
normal risk,True,510-70-4554,AK
normal risk,False,510-74-4042,AL
normal risk,False,510-97-4346,AR
normal risk,False,511-14-4005,AL
normal risk,False,511-24-4543,AR
normal risk,False,511-29-5043,AK
normal risk,False,511-35-3466,AK
normal risk,False,511-66-8471,AK
high risk,True,511-75-6852,AL
normal risk,False,511-84-8785,AR
normal risk,True,511-92-5997,AR
normal risk,False,512-32-4184,AK
normal risk,True,512-45-0637,AK
normal risk,False,512-69-4574,AR
normal risk,True,513-05-9151,AR
normal risk,True,513-15-1869,AR
normal risk,False,513-23-0743,AR
normal risk,False,513-31-5092,AL
high risk,True,513-60-1555,AK
normal risk,False,513-63-9791,AL
normal risk,False,514-01-8657,AL
normal risk,True,514-05-4955,AL
normal risk,False,514-12-2197,AL
normal risk,False,514-15-0547,AK
normal risk,False,514-28-8157,AR
normal risk,True,514-31-8107,AL
normal risk,True,514-32-0535,AR
normal risk,True,514-33-0949,AK
normal risk,False,514-38-1986,AR
normal risk,False,514-54-8953,AK
high risk,False,514-55-7952,AK
normal risk,False,514-68-5114,AK
normal risk,False,514-85-5369,AK
normal risk,False,514-87-8569,AK
normal risk,False,514-88-9381,AR
normal risk,True,515-01-6808,AR
normal risk,False,515-46-8105,AK
normal risk,True,515-52-6202,AL
high risk,True,515-66-7297,AR
normal risk,True,515-88-3952,AK
high risk,True,515-95-0534,AK
normal risk,True,516-01-8449,AL
normal risk,False,516-29-3776,AR
normal risk,False,516-43-3203,AR
normal risk,True,516-48-0846,AL
normal risk,False,516-52-4445,AL
normal risk,False,516-55-6619,AK
normal risk,True,516-75-4860,AL
normal risk,True,516-76-8368,AR
normal risk,False,516-93-6922,AK
normal risk,False,516-99-1197,AL
normal risk,True,517-01-4985,AL
normal risk,True,517-13-7251,AK
normal risk,False,517-32-3251,AK
normal risk,False,517-54-1611,AR
normal risk,False,517-56-1165,AL
normal risk,False,517-69-6238,AR
normal risk,True,517-82-8202,AR
high risk,True,518-09-2930,AR
normal risk,False,518-20-1259,AL
normal risk,False,518-41-0851,AK
high risk,True,518-66-0178,AL
high risk,False,518-72-2057,AR
normal risk,False,518-76-9335,AR
normal risk,False,518-99-6073,AR
high risk,True,519-27-8530,AK
normal risk,False,519-44-9389,AK
high risk,False,519-54-2717,AL
normal risk,False,519-58-1067,AK
normal risk,False,519-65-3719,AR
normal risk,True,519-71-1227,AK
normal risk,True,519-96-0116,AL
normal risk,True,520-05-3269,AK
normal risk,False,520-05-8166,AL
normal risk,False,520-18-4766,AK
normal risk,True,520-29-3523,AR
high risk,True,520-32-0338,AK
normal risk,False,520-39-3689,AK
normal risk,False,520-46-1280,AL
normal risk,False,520-80-5421,AK
normal risk,False,520-95-4088,AK
normal risk,True,521-03-8574,AL
normal risk,False,521-07-9188,AR
normal risk,False,521-20-3338,AL
normal risk,False,521-30-1347,AK
normal risk,True,521-45-2304,AR
normal risk,False,521-49-9198,AR
normal risk,False,521-55-8253,AK
normal risk,True,521-68-6401,AK
normal risk,False,521-76-2082,AL
normal risk,False,521-80-7340,AK
normal risk,False,521-89-2634,AL
normal risk,False,522-04-1473,AR
normal risk,False,522-32-0793,AR
normal risk,True,522-36-1968,AR
normal risk,False,522-44-4267,AR
normal risk,False,522-69-9850,AL
normal risk,False,522-70-2072,AK
normal risk,False,522-83-3997,AL
normal risk,True,522-88-7394,AK
normal risk,True,522-94-3042,AK
normal risk,False,523-32-4817,AR
normal risk,False,523-70-0963,AR
normal risk,False,523-81-8351,AL
normal risk,False,523-87-0666,AK
normal risk,False,523-96-9483,AR
high risk,True,524-11-7778,AR
normal risk,False,524-33-8858,AL
normal risk,False,524-41-7642,AL
normal risk,False,524-42-2361,AL
normal risk,False,524-43-4613,AK
normal risk,True,524-46-5601,AR
normal risk,True,524-52-1653,AK
normal risk,False,524-54-8923,AR
normal risk,False,524-60-9298,AL
normal risk,False,524-66-9972,AL
normal risk,True,524-80-7101,AK
normal risk,False,524-88-8509,AR
normal risk,False,525-08-2383,AL
normal risk,False,525-29-2224,AL
normal risk,False,525-30-4136,AR
normal risk,False,525-59-8655,AR
normal risk,False,525-75-9959,AR
normal risk,False,525-83-7568,AK
normal risk,True,526-10-1167,AR
high risk,True,526-15-6466,AL
high risk,True,526-33-6852,AK
normal risk,False,526-37-3892,AR
normal risk,False,526-38-2791,AL
normal risk,False,526-45-1234,AL
normal risk,False,526-52-5756,AK
normal risk,False,526-54-0602,AK
normal risk,False,526-94-3086,AR
normal risk,True,527-06-3511,AR
high risk,False,527-40-2764,AR
normal risk,False,527-43-8632,AR
normal risk,True,527-50-0680,AR
normal risk,False,527-51-4068,AL
high risk,False,527-51-9272,AR
normal risk,False,527-51-9721,AR
normal risk,False,527-53-9321,AR
high risk,True,527-62-1683,AK
normal risk,False,528-13-2196,AL
normal risk,True,528-20-7827,AL
normal risk,False,528-23-4459,AK
normal risk,True,528-47-0367,AR
normal risk,True,529-02-2936,AL
normal risk,False,529-14-0231,AL
high risk,True,529-21-8757,AK
high risk,True,529-37-7052,AL
high risk,True,529-50-0300,AR
normal risk,False,529-51-4886,AR
high risk,False,529-52-7359,AL
normal risk,False,529-55-5983,AR
normal risk,False,529-69-1247,AK
high risk,False,529-70-2347,AK
normal risk,False,529-74-2092,AL
normal risk,False,529-79-9304,AR
high risk,True,530-01-3388,AR
normal risk,False,530-13-0829,AK
normal risk,False,530-13-0856,AR
high risk,True,530-31-5743,AR
normal risk,False,530-31-7538,AR
normal risk,False,530-40-3276,AR
normal risk,False,530-68-9423,AR
normal risk,False,530-71-2628,AK
normal risk,False,531-09-3446,AR
normal risk,False,531-18-5922,AL
normal risk,False,531-19-5028,AR
normal risk,True,531-25-7429,AK
high risk,True,531-28-2448,AL
normal risk,False,531-32-1690,AR
high risk,True,531-49-3126,AR
normal risk,False,531-52-3349,AL
normal risk,False,531-64-5751,AR
normal risk,False,531-74-1714,AR
normal risk,True,531-81-5875,AL
normal risk,False,532-23-5766,AL
normal risk,False,532-45-9822,AK
normal risk,False,532-68-1565,AR
normal risk,True,532-83-0703,AK
normal risk,True,532-88-5867,AL
normal risk,False,533-10-1207,AK
normal risk,False,533-17-3759,AR
normal risk,False,533-59-1199,AK
normal risk,False,533-67-0683,AL
normal risk,False,533-68-6094,AL
normal risk,False,534-09-2853,AR
normal risk,False,534-18-9065,AK
normal risk,False,534-19-3457,AR
normal risk,False,534-77-3383,AL
high risk,True,534-82-7764,AL
high risk,True,534-96-7739,AR
normal risk,False,535-17-1461,AR
normal risk,False,535-61-7582,AK
normal risk,False,535-82-8868,AK
normal risk,True,535-92-3490,AL
normal risk,False,535-97-7107,AR
normal risk,False,536-03-0401,AL
normal risk,True,536-05-1167,AL
normal risk,False,536-27-0060,AK
normal risk,False,536-36-3597,AL
normal risk,False,536-44-4693,AL
high risk,True,536-55-7667,AK
normal risk,False,536-64-6335,AR
normal risk,True,536-89-6852,AL
normal risk,False,537-13-7458,AR
high risk,True,537-16-0602,AK
high risk,True,537-24-6126,AL
high risk,False,537-28-6396,AK
normal risk,True,537-67-4245,AR
normal risk,True,537-76-2105,AL
normal risk,False,538-09-1511,AK
high risk,True,538-15-0007,AL
normal risk,False,538-29-5033,AL
normal risk,False,538-49-4731,AL
high risk,True,538-58-8351,AR
normal risk,True,538-64-7893,AK
normal risk,False,538-69-4673,AR
normal risk,False,538-70-3309,AL
normal risk,True,538-75-8756,AL
normal risk,True,538-81-0971,AK
normal risk,False,538-93-7083,AR
normal risk,True,539-01-2103,AK
normal risk,False,539-01-3059,AR
high risk,True,539-02-3418,AL
normal risk,False,539-08-2734,AK
normal risk,False,539-22-3766,AL
normal risk,False,539-23-7211,AK
normal risk,True,539-31-0658,AL
high risk,True,539-37-9636,AL
normal risk,False,539-39-2698,AK
normal risk,False,539-43-1699,AL
normal risk,False,539-49-2981,AK
normal risk,True,539-52-2151,AL
normal risk,False,539-62-9679,AR
normal risk,True,539-65-7369,AK
normal risk,True,539-73-7748,AL
normal risk,True,539-79-8834,AK
high risk,True,539-84-3943,AR
normal risk,False,540-03-5752,AK
normal risk,False,540-17-4371,AL
normal risk,False,540-48-7592,AR
normal risk,False,540-56-0158,AL
high risk,True,540-70-1763,AK
normal risk,False,540-99-4934,AR
high risk,True,541-03-3797,AK
normal risk,False,541-13-3336,AL
high risk,False,541-14-6960,AR
normal risk,True,541-16-0570,AK
normal risk,False,541-21-3612,AR
normal risk,False,541-60-5305,AR
high risk,True,541-62-1631,AL
high risk,False,541-69-2283,AK
normal risk,False,541-76-6408,AL
high risk,True,542-04-6988,AR
normal risk,True,542-29-6389,AL
normal risk,False,542-33-9450,AK
normal risk,True,542-38-8580,AR
normal risk,False,542-64-6819,AK
normal risk,True,542-76-8419,AL
high risk,True,542-86-7866,AK
normal risk,False,542-94-7014,AK
normal risk,False,542-95-3059,AL
normal risk,True,542-99-7541,AK
normal risk,True,543-01-6270,AL
normal risk,False,543-05-8218,AK
normal risk,False,543-11-0640,AK
normal risk,True,543-11-9448,AK
normal risk,False,543-43-1044,AL
normal risk,False,543-45-6919,AL
normal risk,False,543-50-1191,AR
normal risk,False,543-63-1665,AL
high risk,False,543-63-5605,AR
high risk,False,543-67-9968,AK
normal risk,False,543-71-5306,AR
normal risk,False,544-11-7009,AR
normal risk,False,544-23-6189,AR
normal risk,False,544-35-3341,AL
high risk,True,544-62-7780,AK
high risk,True,544-70-3817,AL
normal risk,False,544-89-5261,AR
high risk,True,545-06-1627,AR
normal risk,False,545-36-0065,AR
normal risk,False,545-46-3874,AL
normal risk,True,545-53-6834,AK
normal risk,False,545-63-2205,AL
normal risk,False,545-83-7700,AR
normal risk,False,545-84-6241,AK
normal risk,True,545-88-0449,AR
normal risk,False,545-90-5350,AR
normal risk,True,546-07-9305,AL
normal risk,False,546-31-1481,AL
normal risk,False,546-38-5456,AR
normal risk,False,546-44-2248,AK
normal risk,False,546-66-3987,AR
normal risk,True,546-74-1487,AK
normal risk,False,547-12-1201,AL
high risk,True,547-12-4775,AK
normal risk,False,547-42-6080,AK
normal risk,False,547-47-9847,AL
normal risk,False,547-62-0920,AK
normal risk,True,547-69-4414,AL
normal risk,False,548-01-9274,AL
normal risk,False,548-07-2784,AL
normal risk,True,548-13-5552,AR
normal risk,False,548-19-4684,AR
high risk,True,548-30-6381,AL
normal risk,False,548-34-8552,AL
normal risk,True,548-43-9814,AR
normal risk,False,548-59-2771,AR
normal risk,False,548-69-7233,AL
normal risk,True,548-81-6419,AL
normal risk,False,548-85-2113,AL
normal risk,False,548-90-6551,AL
normal risk,False,548-98-1167,AR
high risk,True,549-17-1249,AK
normal risk,False,549-17-3747,AK
normal risk,False,549-21-7301,AL
high risk,True,549-41-3438,AR
high risk,False,549-43-5962,AK
normal risk,False,549-49-2826,AL
normal risk,False,549-63-2219,AK
normal risk,False,549-74-2517,AR
normal risk,True,549-79-0349,AK
normal risk,False,549-85-5354,AK
normal risk,True,549-91-8767,AL
normal risk,True,550-10-5085,AK
normal risk,True,550-24-8808,AL
normal risk,False,550-25-3376,AR
normal risk,False,550-29-0182,AK
normal risk,False,550-38-2665,AR
normal risk,False,550-43-2669,AL
normal risk,True,550-43-6078,AK
high risk,True,550-51-8709,AL
normal risk,False,550-53-3264,AK
normal risk,False,550-64-2350,AK
normal risk,False,550-86-9348,AL
normal risk,False,551-04-7515,AR
normal risk,False,551-11-9032,AK
normal risk,True,551-18-1633,AK
normal risk,False,551-47-2137,AK
normal risk,False,551-50-4258,AK
normal risk,False,551-77-3434,AR
normal risk,False,551-79-0995,AL
normal risk,False,551-81-7621,AK
high risk,False,551-89-9256,AL
normal risk,True,551-95-3473,AK
normal risk,False,552-03-7085,AK
normal risk,False,552-32-2833,AK
high risk,True,552-36-6787,AL
normal risk,False,553-05-9942,AK
normal risk,False,553-21-0802,AL
normal risk,False,553-22-4803,AR
normal risk,False,553-48-8519,AR
normal risk,False,553-49-7006,AR
normal risk,False,553-74-2929,AK
normal risk,False,553-76-0307,AL
normal risk,True,553-84-6918,AL
normal risk,True,554-44-7112,AL
normal risk,False,554-53-3786,AK
normal risk,False,554-60-6241,AL
normal risk,True,554-71-9312,AR
normal risk,True,554-89-1798,AL
normal risk,False,554-96-8810,AR
normal risk,True,555-08-0562,AR
normal risk,False,555-12-9559,AK
normal risk,False,555-17-7286,AK
high risk,True,555-44-9227,AK
normal risk,False,555-56-0525,AK
normal risk,False,555-64-9393,AR
normal risk,False,555-81-6069,AK
high risk,False,555-98-3511,AL
normal risk,True,556-21-1299,AK
high risk,True,556-24-0997,AL
normal risk,False,556-24-1151,AR
high risk,False,556-30-0989,AL
high risk,True,556-45-4831,AR
normal risk,False,556-47-5793,AL
normal risk,False,556-55-8864,AR
normal risk,False,556-56-8415,AR
normal risk,False,556-65-0885,AK
normal risk,False,556-72-5474,AL
normal risk,False,556-85-5462,AK
normal risk,False,556-87-8177,AL
normal risk,False,556-96-9544,AL
normal risk,False,557-10-3587,AR
high risk,False,557-19-1807,AL
normal risk,False,557-31-6341,AK
normal risk,False,557-46-6207,AR
normal risk,False,557-58-2776,AL
normal risk,False,557-58-9443,AR
normal risk,False,557-75-0833,AK
normal risk,True,557-85-0956,AR
normal risk,True,557-86-3684,AL
normal risk,False,557-91-8427,AL
high risk,True,558-07-0635,AL
normal risk,False,558-12-8753,AR
normal risk,False,558-19-9457,AK
normal risk,False,558-31-9999,AK
normal risk,False,558-36-9510,AK
high risk,True,558-44-9651,AL
normal risk,False,558-54-8242,AR
normal risk,True,558-59-5546,AL
normal risk,False,558-81-8806,AL
high risk,True,558-88-3049,AR
normal risk,False,558-93-6941,AK
high risk,True,559-04-7116,AK
normal risk,True,559-08-5121,AR
normal risk,False,559-15-1449,AK
high risk,True,559-23-5552,AK
normal risk,True,559-29-8506,AK
normal risk,False,559-38-4798,AR
normal risk,False,559-50-6466,AL
normal risk,False,559-52-9130,AL
normal risk,False,559-74-1887,AK
normal risk,False,559-84-1366,AK
normal risk,False,559-95-5217,AK
normal risk,False,560-03-2654,AK
normal risk,False,560-13-4771,AK
normal risk,False,560-19-2908,AL
normal risk,False,560-22-9067,AK
high risk,True,560-31-4992,AL
normal risk,True,560-47-6813,AK
normal risk,False,560-53-6584,AL
normal risk,True,560-70-7653,AK
normal risk,False,560-88-0642,AR
normal risk,False,561-07-7428,AL
normal risk,False,561-30-8048,AK
high risk,True,561-60-8221,AR
normal risk,False,561-62-1954,AR
normal risk,False,561-65-8691,AR
normal risk,False,561-88-4694,AK
normal risk,True,561-90-8800,AR
high risk,True,561-95-0104,AK
high risk,True,561-99-4348,AR
normal risk,True,562-01-0060,AK
normal risk,False,562-09-0125,AL
normal risk,False,562-12-5446,AK
normal risk,True,562-17-2795,AL
normal risk,False,562-31-1741,AR
normal risk,False,562-32-8195,AR
normal risk,True,562-33-4679,AL
normal risk,False,562-36-3917,AK
normal risk,False,562-70-4847,AR
normal risk,False,562-77-7995,AL
high risk,False,562-87-7025,AK
normal risk,True,563-01-3275,AL
normal risk,False,563-07-9530,AR
normal risk,False,563-08-7677,AK
normal risk,False,563-67-3325,AL
normal risk,True,563-71-4578,AL
normal risk,False,563-83-2063,AK
normal risk,True,563-83-6076,AL
normal risk,True,563-91-8877,AR
normal risk,False,564-04-1529,AR
normal risk,False,564-17-4048,AK
normal risk,False,564-27-2526,AR
high risk,True,564-28-3189,AL
normal risk,False,564-30-4758,AL
high risk,True,564-34-8017,AK
normal risk,False,564-35-2600,AK
normal risk,False,564-59-3428,AL
normal risk,False,564-64-0632,AL
normal risk,True,564-75-3627,AK
normal risk,False,564-78-2917,AR
normal risk,False,564-78-3208,AL
normal risk,False,565-09-9436,AR
normal risk,False,565-10-2735,AR
normal risk,False,565-13-8850,AR
normal risk,False,565-54-4151,AK
high risk,False,565-57-2411,AK
normal risk,False,565-87-0315,AR
normal risk,False,565-89-0176,AK
normal risk,True,565-92-2871,AL
high risk,True,565-93-3066,AL
normal risk,False,565-93-6691,AL
high risk,True,565-96-7899,AR
normal risk,False,566-02-0298,AL
normal risk,True,566-47-2394,AK
normal risk,True,566-50-9854,AK
high risk,False,566-74-0912,AL
normal risk,False,567-10-6138,AK
normal risk,False,567-20-4068,AK
normal risk,False,567-24-5589,AK
normal risk,False,567-25-8666,AK
normal risk,False,567-27-4512,AL
normal risk,True,567-46-5347,AR
normal risk,False,567-71-3918,AL
normal risk,False,567-72-7554,AK
normal risk,False,567-96-0353,AL
normal risk,True,568-19-2015,AR
normal risk,False,568-40-4980,AL
normal risk,False,568-44-5096,AL
normal risk,False,568-63-9319,AK
high risk,True,568-66-2743,AL
normal risk,True,568-72-6555,AK
normal risk,False,568-74-2052,AR
normal risk,False,569-05-0962,AK
normal risk,False,569-09-2105,AK
normal risk,False,569-35-2164,AK
normal risk,True,569-59-3609,AR
normal risk,False,569-61-2799,AK
normal risk,False,569-63-3012,AK
normal risk,False,569-76-2480,AR
high risk,True,569-79-8072,AK
normal risk,True,569-86-6462,AK
normal risk,True,570-09-7258,AK
normal risk,False,570-29-8777,AK
normal risk,False,570-55-8351,AR
normal risk,True,570-75-9669,AL
normal risk,False,570-94-1670,AR
normal risk,False,570-94-6529,AK
high risk,False,570-97-4528,AL
normal risk,False,571-06-1714,AK
normal risk,False,571-16-5087,AK
normal risk,False,571-57-5069,AR
normal risk,True,571-84-5048,AR
normal risk,False,571-87-7774,AR
normal risk,False,571-94-6473,AK
normal risk,False,572-03-2304,AL
normal risk,False,572-21-2298,AL
normal risk,False,572-22-1708,AL
normal risk,False,572-36-4613,AL
normal risk,False,572-40-9577,AK
normal risk,False,572-52-5720,AL
high risk,True,572-65-7457,AL
normal risk,False,572-81-7756,AR
normal risk,False,572-97-8345,AL
normal risk,False,573-31-3370,AL
normal risk,False,573-32-3725,AK
normal risk,False,573-38-1355,AR
normal risk,False,573-41-9285,AR
normal risk,True,573-48-3812,AK
high risk,False,573-52-7346,AR
normal risk,False,573-53-9502,AL
normal risk,True,573-54-2292,AK
normal risk,False,573-62-3822,AK
high risk,True,573-91-7856,AR
normal risk,False,574-16-6052,AK
normal risk,False,574-30-9962,AL
normal risk,True,574-38-8946,AL
normal risk,True,574-58-6645,AK
normal risk,False,574-72-5554,AK
normal risk,True,574-75-2280,AR
normal risk,False,575-29-2078,AL
normal risk,True,575-48-6230,AL
high risk,True,575-97-5698,AK
normal risk,True,576-60-2411,AL
normal risk,False,576-68-2802,AL
normal risk,False,576-95-8399,AL
normal risk,False,577-09-6493,AK
normal risk,False,577-19-3729,AK
normal risk,False,577-37-6056,AK
high risk,True,577-40-5148,AK
normal risk,False,577-43-1962,AK
normal risk,True,577-53-4732,AL
normal risk,False,577-59-6132,AL
normal risk,False,577-70-6857,AL
normal risk,False,577-73-3168,AK
normal risk,False,577-74-5975,AR
normal risk,False,577-74-7355,AR
normal risk,True,577-77-2093,AK
normal risk,True,577-89-7180,AR
normal risk,True,577-90-4637,AR
normal risk,False,578-04-8251,AK
normal risk,False,578-21-8816,AK
normal risk,True,578-43-8415,AK
normal risk,False,578-52-7400,AK
high risk,True,578-56-7316,AL
normal risk,False,578-83-2334,AK
normal risk,False,578-95-3726,AL
normal risk,False,579-18-9477,AR
normal risk,False,579-33-4144,AR
