notes,has_complication,ssn,hospital
normal risk,false,453-73-6130,AK
normal risk,false,454-04-6629,AL
normal risk,false,454-24-8741,AR
normal risk,true,454-25-8683,AL
normal risk,false,454-37-3006,AR
normal risk,true,454-42-5163,AL
normal risk,false,454-44-8973,AR
normal risk,true,454-56-5362,AK
normal risk,false,454-58-0931,AK
normal risk,false,454-59-5377,AL
normal risk,true,454-62-0557,AK
normal risk,false,454-71-2446,AK
normal risk,false,454-78-3874,AR
high risk,true,454-78-6733,AK
normal risk,false,454-78-8322,AK
normal risk,false,455-13-9260,AR
normal risk,true,455-28-3513,AR
normal risk,false,455-30-1126,AR
normal risk,true,455-38-0341,AL
normal risk,false,455-38-2674,AL
normal risk,false,455-49-6078,AK
normal risk,false,455-56-9984,AK
normal risk,false,455-83-6384,AL
normal risk,false,455-86-4456,AL
high risk,true,456-06-9484,AL
normal risk,true,456-24-8116,AK
normal risk,false,456-63-5631,AK
normal risk,true,456-70-4920,AR
normal risk,false,456-94-7420,AK
normal risk,false,457-03-6010,AK
normal risk,false,457-07-1857,AL
normal risk,true,457-26-6748,AK
high risk,true,457-34-6090,AK
normal risk,false,457-36-4970,AK
normal risk,true,457-49-0782,AR
normal risk,true,457-59-0259,AL
normal risk,false,457-59-8347,AK
normal risk,false,457-73-5183,AL
normal risk,false,457-81-5859,AK
normal risk,true,457-83-3832,AL
normal risk,false,458-03-7068,AK
normal risk,false,458-08-9537,AR
high risk,true,458-11-9048,AR
normal risk,false,458-22-1726,AK
normal risk,false,458-29-5934,AK
normal risk,true,458-31-3443,AR
high risk,false,458-62-6426,AR
normal risk,false,458-73-6858,AR
normal risk,false,458-78-3908,AL
normal risk,false,458-89-5247,AR
high risk,false,458-92-0637,AL
normal risk,false,459-11-1260,AR
normal risk,true,459-19-1710,AL
normal risk,false,459-21-9223,AR
high risk,true,459-38-3894,AR
normal risk,false,459-55-3407,AL
normal risk,false,459-75-2480,AK
normal risk,false,459-86-9763,AR
normal risk,true,460-11-4647,AL
normal risk,false,460-18-3320,AR
high risk,true,460-20-6953,AL
normal risk,true,460-36-7391,AL
normal risk,true,460-45-1325,AL
normal risk,false,460-57-8852,AL
normal risk,false,460-83-3892,AL
normal risk,true,460-98-5561,AK
normal risk,false,461-22-8500,AL
normal risk,false,461-24-6270,AL
normal risk,true,461-39-6062,AL
high risk,true,461-43-9907,AL
high risk,true,461-59-3907,AR
normal risk,false,461-72-6845,AR
normal risk,false,461-76-3704,AL
normal risk,false,461-79-2703,AK
normal risk,false,461-79-5557,AR
normal risk,true,461-81-0694,AK
normal risk,false,461-82-2950,AR
normal risk,false,461-94-3802,AL
normal risk,true,461-97-0205,AL
normal risk,true,462-03-6971,AL
normal risk,false,462-05-1350,AR
high risk,true,462-11-1106,AK
high risk,false,462-15-6403,AR
normal risk,false,462-28-4461,AK
normal risk,false,462-62-3998,AL
normal risk,false,462-74-6408,AR
normal risk,false,463-04-3336,AR
normal risk,false,463-19-8766,AL
normal risk,false,463-26-3519,AK
normal risk,true,463-44-1574,AK
normal risk,false,463-59-4719,AK
normal risk,true,463-80-4727,AL
high risk,true,463-85-6289,AR
normal risk,false,463-95-3602,AK
normal risk,false,463-97-2459,AR
normal risk,false,463-97-7833,AL
normal risk,false,463-99-9055,AR
normal risk,false,464-12-2834,AL
normal risk,false,464-37-4743,AL
normal risk,false,464-58-6276,AL
normal risk,true,464-64-8997,AL
normal risk,false,464-70-4345,AR
normal risk,false,464-79-9121,AK
normal risk,false,464-96-3255,AK
high risk,true,465-04-1329,AR
normal risk,true,465-05-1542,AL
normal risk,true,465-08-0896,AL
normal risk,false,465-13-1592,AK
normal risk,true,465-88-2099,AK
normal risk,false,465-90-9874,AR
normal risk,false,465-97-7289,AK
normal risk,false,466-02-6618,AK
normal risk,false,466-05-0206,AR
normal risk,false,466-36-1233,AL
normal risk,false,466-38-4213,AR
normal risk,false,466-45-2575,AL
normal risk,true,466-86-4905,AR
normal risk,true,467-03-3968,AL
normal risk,false,467-16-0727,AR
high risk,true,467-21-8630,AL
normal risk,true,467-24-2652,AL
normal risk,false,467-35-6332,AR
normal risk,false,467-57-4782,AL
high risk,false,467-60-4080,AR
normal risk,true,467-88-6990,AL
normal risk,false,468-01-6062,AR
normal risk,false,468-22-4001,AL
high risk,true,468-29-3021,AK
high risk,true,468-40-9202,AR
normal risk,false,468-65-8350,AK
normal risk,false,468-76-8517,AR
normal risk,false,468-83-9133,AR
normal risk,false,468-86-8201,AR
normal risk,false,469-03-0522,AR
normal risk,false,469-10-4806,AR
normal risk,false,469-20-2085,AK
normal risk,false,469-28-2270,AK
high risk,false,469-31-2010,AR
normal risk,true,469-60-3471,AL
normal risk,false,469-65-0266,AR
normal risk,false,469-73-7658,AK
high risk,true,469-77-8641,AK
normal risk,false,469-85-3117,AR
normal risk,false,470-07-1823,AK
normal risk,false,470-09-6689,AL
normal risk,false,470-12-8169,AR
normal risk,false,470-16-6014,AK
normal risk,false,470-30-9707,AK
normal risk,false,470-41-8915,AR
normal risk,true,470-63-6579,AL
normal risk,false,470-67-2911,AK
normal risk,false,470-69-1836,AK
normal risk,false,471-14-4582,AR
high risk,false,471-16-0429,AK
high risk,true,471-24-2049,AL
normal risk,false,471-49-0285,AL
normal risk,false,471-82-7283,AR
normal risk,false,471-93-9982,AK
high risk,true,471-95-5549,AR
normal risk,false,471-97-1660,AK
normal risk,true,472-14-2880,AL
normal risk,true,472-21-3978,AL
normal risk,false,472-32-3151,AL
normal risk,false,472-34-3100,AL
normal risk,false,472-64-4704,AR
high risk,false,472-67-6111,AR
normal risk,true,472-69-1387,AL
high risk,true,472-69-6850,AK
normal risk,false,472-82-9234,AL
normal risk,false,472-86-9239,AL
normal risk,false,473-33-7987,AK
normal risk,false,473-55-0325,AL
normal risk,true,473-75-7543,AL
normal risk,false,473-89-2453,AL
normal risk,false,473-91-1111,AK
normal risk,false,474-05-0933,AR
normal risk,false,474-11-2993,AL
normal risk,true,474-11-7314,AK
normal risk,false,474-51-8246,AK
high risk,false,474-62-7528,AR
high risk,false,474-63-8111,AK
normal risk,false,474-74-4841,AR
normal risk,false,474-91-5285,AR
normal risk,false,474-93-3604,AR
normal risk,true,474-93-8123,AR
normal risk,true,475-12-2275,AL
high risk,true,475-50-3624,AK
normal risk,false,475-55-4689,AK
normal risk,false,475-65-9778,AR
normal risk,false,475-72-4988,AR
normal risk,true,475-93-8511,AK
normal risk,true,475-94-5428,AL
normal risk,false,475-94-9080,AR
normal risk,false,475-98-6133,AK
high risk,false,476-23-8944,AR
normal risk,true,476-28-6825,AK
high risk,true,476-44-5783,AK
normal risk,false,476-49-3108,AK
high risk,false,477-02-4050,AL
normal risk,true,477-19-0349,AK
high risk,true,477-47-7671,AK
normal risk,false,477-53-9664,AK
normal risk,false,477-64-0590,AR
normal risk,false,477-74-6396,AL
high risk,true,477-80-9135,AR
normal risk,false,477-86-0388,AR
normal risk,true,478-38-5307,AK
normal risk,false,478-52-4914,AK
normal risk,false,478-60-2959,AR
normal risk,false,478-77-9876,AR
normal risk,true,478-82-5147,AL
normal risk,false,479-44-4748,AK
normal risk,false,479-45-3896,AK
normal risk,false,479-47-6231,AK
normal risk,false,479-52-8542,AK
normal risk,true,479-61-4095,AR
high risk,true,479-62-0160,AK
normal risk,false,479-65-8295,AR
normal risk,false,479-66-4590,AR
normal risk,false,479-71-2037,AL
high risk,false,479-75-4284,AK
normal risk,false,480-17-9650,AK
high risk,true,480-31-8499,AR
high risk,true,480-50-7105,AR
normal risk,false,480-57-2658,AR
normal risk,false,480-59-4979,AL
normal risk,true,480-87-7128,AL
normal risk,false,480-92-2159,AR
normal risk,false,481-24-8413,AL
normal risk,true,481-27-1699,AR
normal risk,false,481-41-3827,AK
normal risk,false,481-42-0529,AK
normal risk,true,481-42-1735,AR
normal risk,false,481-50-3349,AR
normal risk,false,481-68-3726,AR
high risk,true,481-69-3184,AK
normal risk,false,481-70-1683,AK
normal risk,false,481-84-8184,AL
high risk,true,481-90-2816,AR
normal risk,false,481-91-6495,AR
normal risk,true,482-25-1656,AK
normal risk,false,482-30-3755,AR
normal risk,false,482-31-0989,AR
normal risk,false,482-32-5863,AL
normal risk,false,482-33-8042,AR
normal risk,false,482-78-3847,AR
normal risk,false,482-82-4001,AL
normal risk,true,482-82-8937,AR
high risk,false,482-83-5622,AK
normal risk,false,482-97-4100,AK
normal risk,false,483-07-6994,AR
normal risk,false,483-09-2688,AR
normal risk,false,483-33-7411,AR
normal risk,false,483-40-1857,AK
high risk,true,483-48-1910,AK
normal risk,true,483-68-3206,AK
normal risk,false,483-70-0147,AR
normal risk,false,483-75-0353,AK
normal risk,true,483-80-3789,AR
high risk,true,483-89-5660,AR
normal risk,true,483-97-5489,AR
normal risk,true,484-08-0996,AL
normal risk,false,484-13-7455,AR
normal risk,false,484-25-3782,AR
normal risk,false,484-27-8173,AL
normal risk,false,484-29-8860,AL
high risk,true,484-46-8522,AL
normal risk,false,484-54-7306,AR
normal risk,false,484-59-9347,AR
normal risk,false,484-71-9265,AK
normal risk,true,484-76-6921,AK
normal risk,false,484-84-1435,AK
normal risk,false,484-91-4984,AL
normal risk,true,484-93-3670,AR
normal risk,false,485-10-2192,AR
normal risk,false,485-11-4014,AL
high risk,true,485-15-2030,AK
normal risk,true,485-17-1486,AR
normal risk,false,485-24-7847,AK
normal risk,false,485-38-4138,AL
normal risk,false,485-59-1895,AL
normal risk,false,485-69-4038,AK
normal risk,false,485-72-0671,AL
normal risk,false,485-78-5074,AL
normal risk,false,485-88-6149,AK
normal risk,false,486-09-5350,AK
normal risk,false,486-26-4977,AR
normal risk,false,486-38-5484,AL
normal risk,false,486-40-9297,AK
normal risk,false,486-47-5393,AK
normal risk,false,486-49-7647,AK
normal risk,false,486-56-2403,AK
normal risk,false,486-56-4285,AK
high risk,true,486-68-4552,AR
normal risk,false,486-72-0475,AL
normal risk,false,486-81-6098,AK
normal risk,false,486-84-3834,AK
normal risk,false,486-98-8185,AR
normal risk,false,487-08-1253,AL
normal risk,false,487-27-7128,AL
normal risk,false,487-39-0868,AK
normal risk,false,487-41-6202,AK
normal risk,false,487-42-0738,AL
normal risk,false,487-48-5687,AR
high risk,true,487-63-6989,AR
normal risk,true,487-78-6056,AK
normal risk,false,487-95-3261,AL
normal risk,false,487-98-8357,AL
normal risk,false,488-06-4454,AR
normal risk,true,488-25-0625,AL
normal risk,false,488-35-2689,AK
normal risk,false,488-35-6024,AR
normal risk,false,488-41-3879,AK
normal risk,false,488-42-1887,AR
high risk,true,488-43-4750,AL
normal risk,false,488-47-2219,AR
normal risk,true,488-47-4616,AR
high risk,true,488-53-4960,AR
high risk,false,488-66-1051,AK
normal risk,false,488-66-3092,AK
normal risk,false,488-68-9834,AK
high risk,false,488-75-9124,AR
normal risk,false,488-81-7789,AR
normal risk,true,488-84-4475,AR
normal risk,false,488-89-7605,AR
normal risk,false,489-15-4659,AL
normal risk,false,489-21-7425,AK
normal risk,false,489-22-3774,AR
high risk,true,489-32-3035,AL
normal risk,true,489-36-4613,AK
high risk,false,489-44-8272,AR
normal risk,false,489-58-9622,AR
normal risk,false,489-63-8406,AK
normal risk,true,489-74-9943,AR
normal risk,false,490-35-9667,AL
normal risk,false,490-41-5389,AK
normal risk,true,490-44-6239,AL
normal risk,false,490-51-7283,AK
normal risk,false,490-56-7452,AR
normal risk,false,490-58-9210,AL
normal risk,false,490-63-4075,AR
normal risk,false,490-72-6550,AL
normal risk,false,490-80-4227,AR
normal risk,false,490-91-1451,AR
high risk,true,490-92-9011,AK
high risk,true,491-02-2058,AR
normal risk,false,491-02-8112,AR
normal risk,false,491-10-0422,AK
normal risk,true,491-11-6169,AK
normal risk,true,491-16-5086,AR
high risk,true,491-17-3723,AR
normal risk,false,491-20-0852,AL
normal risk,false,491-33-8704,AK
normal risk,false,491-35-8988,AK
normal risk,true,491-52-2790,AR
normal risk,false,491-66-0936,AK
normal risk,false,491-80-5756,AL
normal risk,false,491-93-6642,AK
normal risk,false,492-01-8103,AL
normal risk,false,492-04-3571,AL
normal risk,false,492-17-2134,AK
high risk,true,492-19-8086,AL
normal risk,false,493-02-7268,AR
normal risk,false,493-08-4299,AR
high risk,true,493-09-0476,AL
normal risk,false,493-10-9253,AK
high risk,true,493-15-9085,AK
normal risk,false,493-16-2333,AK
high risk,false,493-39-3059,AR
normal risk,false,493-80-1775,AL
normal risk,false,493-82-4514,AK
normal risk,true,493-83-4633,AR
normal risk,false,493-85-8703,AR
normal risk,false,493-93-6802,AR
normal risk,false,493-99-4451,AL
normal risk,false,494-31-0265,AR
normal risk,true,494-41-2121,AK
normal risk,false,494-43-6351,AK
normal risk,false,494-46-2434,AK
normal risk,false,494-47-4019,AK
normal risk,false,494-54-2092,AK
high risk,true,494-73-1456,AK
normal risk,false,494-80-1616,AL
normal risk,false,494-85-6429,AK
normal risk,true,494-90-2610,AR
high risk,false,494-94-0652,AL
normal risk,false,495-01-7945,AK
normal risk,false,495-64-8584,AL
normal risk,true,495-70-4319,AL
normal risk,false,495-81-0876,AL
normal risk,false,495-90-4591,AR
normal risk,true,495-93-1670,AK
normal risk,false,496-18-7819,AK
normal risk,false,496-24-2942,AL
normal risk,false,496-41-8779,AL
normal risk,false,496-60-0095,AL
normal risk,false,496-66-5058,AL
normal risk,false,496-79-8726,AK
normal risk,false,496-82-6779,AR
normal risk,false,496-82-6858,AR
high risk,false,497-16-3057,AK
normal risk,false,497-20-8201,AK
normal risk,false,497-25-2553,AR
normal risk,true,497-36-5969,AL
normal risk,false,497-69-8718,AL
normal risk,false,497-98-3089,AR
normal risk,false,498-16-5731,AL
normal risk,false,498-22-3391,AR
normal risk,false,498-24-8053,AK
normal risk,false,498-55-9086,AK
normal risk,false,498-68-6851,AK
normal risk,false,498-69-3640,AK
high risk,true,498-96-2595,AR
normal risk,false,499-04-4808,AR
normal risk,false,499-07-0153,AL
normal risk,true,499-12-6454,AR
normal risk,false,499-19-4366,AL
normal risk,false,499-33-0887,AL
normal risk,false,499-73-3222,AL
high risk,true,499-76-6094,AK
normal risk,true,499-91-2677,AL
normal risk,false,499-92-0675,AR
normal risk,false,500-02-5035,AL
normal risk,true,500-12-1753,AR
normal risk,false,500-15-7168,AR
normal risk,false,500-24-5650,AK
normal risk,false,500-42-3046,AL
normal risk,true,500-50-4754,AR
normal risk,false,500-68-7758,AR
normal risk,false,500-69-5962,AL
normal risk,true,500-74-4999,AL
high risk,true,500-92-2808,AL
normal risk,true,500-94-8419,AK
normal risk,true,500-96-6010,AK
normal risk,false,500-97-9362,AR
normal risk,true,500-98-8091,AK
normal risk,true,501-13-8752,AR
normal risk,false,501-21-1976,AR
normal risk,true,501-33-7631,AK
high risk,true,501-45-3367,AL
normal risk,false,501-53-4637,AL
normal risk,false,501-54-3301,AR
normal risk,false,501-61-2544,AL
normal risk,false,501-93-1523,AR
normal risk,false,501-94-0682,AR
normal risk,false,502-08-5414,AL
normal risk,false,502-13-2007,AL
high risk,false,502-17-7981,AR
normal risk,true,502-21-3461,AK
normal risk,false,502-22-5941,AK
high risk,true,502-27-0329,AR
normal risk,false,502-28-4900,AL
normal risk,true,502-34-4625,AK
normal risk,true,502-40-4571,AR
normal risk,true,502-53-8704,AL
normal risk,false,502-78-8555,AL
normal risk,false,502-87-9627,AK
high risk,true,502-90-1001,AR
normal risk,false,503-03-5310,AK
high risk,false,503-13-1576,AL
normal risk,true,503-14-5168,AK
normal risk,false,503-30-7428,AK
normal risk,false,503-35-7389,AR
normal risk,true,503-49-9363,AK
normal risk,false,503-53-3941,AL
normal risk,false,503-58-1245,AR
high risk,true,503-84-9256,AL
normal risk,false,503-93-5196,AL
normal risk,false,504-19-8462,AL
normal risk,false,504-39-4371,AL
normal risk,false,504-49-8850,AL
normal risk,false,504-58-1340,AL
normal risk,false,504-63-4886,AK
normal risk,false,504-80-8733,AR
normal risk,true,504-89-3795,AL
normal risk,false,505-01-3111,AL
high risk,true,505-07-9722,AK
normal risk,false,505-09-8799,AR
normal risk,true,505-16-6835,AL
high risk,true,505-29-1081,AR
high risk,true,505-33-1716,AK
normal risk,true,505-35-2655,AK
normal risk,false,505-47-0360,AK
normal risk,true,505-60-9516,AK
normal risk,false,505-78-7933,AR
normal risk,false,505-84-0634,AR
normal risk,false,506-08-8608,AR
normal risk,false,506-09-7990,AK
normal risk,true,506-28-3052,AK
normal risk,false,506-30-2058,AL
normal risk,false,506-33-0116,AL
normal risk,false,506-57-7978,AR
normal risk,false,506-79-6168,AK
normal risk,false,506-87-3706,AR
normal risk,true,506-97-8223,AR
normal risk,false,507-10-3871,AK
normal risk,false,507-35-5525,AR
normal risk,true,507-46-3499,AR
normal risk,false,507-54-5446,AL
normal risk,false,507-67-0174,AK
normal risk,true,507-89-0745,AL
normal risk,false,508-09-0793,AK
normal risk,false,508-37-1961,AL
normal risk,true,508-43-1514,AR
normal risk,false,508-46-9076,AK
normal risk,false,508-48-5879,AR
normal risk,false,508-85-3962,AL
normal risk,true,508-97-8685,AL
normal risk,true,509-07-2683,AK
normal risk,false,509-09-9914,AR
normal risk,false,509-25-4120,AR
normal risk,false,509-25-6056,AL
normal risk,true,509-28-4659,AR
normal risk,false,509-32-5943,AL
high risk,false,509-36-8714,AR
normal risk,false,509-37-0621,AR
normal risk,false,509-40-7418,AL
normal risk,false,509-43-4210,AL
normal risk,false,509-62-1343,AL
normal risk,false,509-76-3116,AL
normal risk,false,509-83-5730,AR
normal risk,false,509-87-4727,AK
normal risk,true,509-87-8497,AL
normal risk,true,510-08-7228,AL
normal risk,false,510-16-8943,AK
normal risk,false,510-19-8522,AR
normal risk,false,510-21-2579,AK
normal risk,false,510-27-3528,AR
high risk,true,510-32-4737,AR
normal risk,false,510-50-1415,AR
normal risk,false,510-52-4022,AL
normal risk,false,510-62-4548,AR
normal risk,true,510-70-4554,AK
normal risk,false,510-74-4042,AL
normal risk,false,510-97-4346,AR
normal risk,false,511-14-4005,AL
normal risk,false,511-24-4543,AR
normal risk,false,511-29-5043,AK
normal risk,false,511-35-3466,AK
normal risk,false,511-66-8471,AK
high risk,true,511-75-6852,AL
normal risk,false,511-84-8785,AR
normal risk,true,511-92-5997,AR
normal risk,false,512-32-4184,AK
normal risk,true,512-45-0637,AK
normal risk,false,512-69-4574,AR
normal risk,true,513-05-9151,AR
normal risk,true,513-15-1869,AR
normal risk,false,513-23-0743,AR
normal risk,false,513-31-5092,AL
high risk,true,513-60-1555,AK
normal risk,false,513-63-9791,AL
normal risk,false,514-01-8657,AL
normal risk,true,514-05-4955,AL
normal risk,false,514-12-2197,AL
normal risk,false,514-15-0547,AK
normal risk,false,514-28-8157,AR
normal risk,true,514-31-8107,AL
normal risk,true,514-32-0535,AR
normal risk,true,514-33-0949,AK
normal risk,false,514-38-1986,AR
normal risk,false,514-54-8953,AK
high risk,false,514-55-7952,AK
normal risk,false,514-68-5114,AK
normal risk,false,514-85-5369,AK
normal risk,false,514-87-8569,AK
normal risk,false,514-88-9381,AR
normal risk,true,515-01-6808,AR
normal risk,false,515-46-8105,AK
normal risk,true,515-52-6202,AL
high risk,true,515-66-7297,AR
normal risk,true,515-88-3952,AK
high risk,true,515-95-0534,AK
normal risk,true,516-01-8449,AL
normal risk,false,516-29-3776,AR
normal risk,false,516-43-3203,AR
normal risk,true,516-48-0846,AL
normal risk,false,516-52-4445,AL
normal risk,false,516-55-6619,AK
normal risk,true,516-75-4860,AL
normal risk,true,516-76-8368,AR
normal risk,false,516-93-6922,AK
normal risk,false,516-99-1197,AL
normal risk,true,517-01-4985,AL
normal risk,true,517-13-7251,AK
normal risk,false,517-32-3251,AK
normal risk,false,517-54-1611,AR
normal risk,false,517-56-1165,AL
normal risk,false,517-69-6238,AR
normal risk,true,517-82-8202,AR
high risk,true,518-09-2930,AR
normal risk,false,518-20-1259,AL
normal risk,false,518-41-0851,AK
high risk,true,518-66-0178,AL
high risk,false,518-72-2057,AR
normal risk,false,518-76-9335,AR
normal risk,false,518-99-6073,AR
high risk,true,519-27-8530,AK
normal risk,false,519-44-9389,AK
high risk,false,519-54-2717,AL
normal risk,false,519-58-1067,AK
normal risk,false,519-65-3719,AR
normal risk,true,519-71-1227,AK
normal risk,true,519-96-0116,AL
normal risk,true,520-05-3269,AK
normal risk,false,520-05-8166,AL
normal risk,false,520-18-4766,AK
normal risk,true,520-29-3523,AR
high risk,true,520-32-0338,AK
normal risk,false,520-39-3689,AK
normal risk,false,520-46-1280,AL
normal risk,false,520-80-5421,AK
normal risk,false,520-95-4088,AK
normal risk,true,521-03-8574,AL
normal risk,false,521-07-9188,AR
normal risk,false,521-20-3338,AL
normal risk,false,521-30-1347,AK
normal risk,true,521-45-2304,AR
normal risk,false,521-49-9198,AR
normal risk,false,521-55-8253,AK
normal risk,true,521-68-6401,AK
normal risk,false,521-76-2082,AL
normal risk,false,521-80-7340,AK
normal risk,false,521-89-2634,AL
normal risk,false,522-04-1473,AR
normal risk,false,522-32-0793,AR
normal risk,true,522-36-1968,AR
normal risk,false,522-44-4267,AR
normal risk,false,522-69-9850,AL
normal risk,false,522-70-2072,AK
normal risk,false,522-83-3997,AL
normal risk,true,522-88-7394,AK
normal risk,true,522-94-3042,AK
normal risk,false,523-32-4817,AR
normal risk,false,523-70-0963,AR
normal risk,false,523-81-8351,AL
normal risk,false,523-87-0666,AK
normal risk,false,523-96-9483,AR
high risk,true,524-11-7778,AR
normal risk,false,524-33-8858,AL
normal risk,false,524-41-7642,AL
normal risk,false,524-42-2361,AL
normal risk,false,524-43-4613,AK
normal risk,true,524-46-5601,AR
normal risk,true,524-52-1653,AK
normal risk,false,524-54-8923,AR
normal risk,false,524-60-9298,AL
normal risk,false,524-66-9972,AL
normal risk,true,524-80-7101,AK
normal risk,false,524-88-8509,AR
normal risk,false,525-08-2383,AL
normal risk,false,525-29-2224,AL
normal risk,false,525-30-4136,AR
normal risk,false,525-59-8655,AR
normal risk,false,525-75-9959,AR
normal risk,false,525-83-7568,AK
normal risk,true,526-10-1167,AR
high risk,true,526-15-6466,AL
high risk,true,526-33-6852,AK
normal risk,false,526-37-3892,AR
normal risk,false,526-38-2791,AL
normal risk,false,526-45-1234,AL
normal risk,false,526-52-5756,AK
normal risk,false,526-54-0602,AK
normal risk,false,526-94-3086,AR
normal risk,true,527-06-3511,AR
high risk,false,527-40-2764,AR
normal risk,false,527-43-8632,AR
normal risk,true,527-50-0680,AR
normal risk,false,527-51-4068,AL
high risk,false,527-51-9272,AR
normal risk,false,527-51-9721,AR
normal risk,false,527-53-9321,AR
high risk,true,527-62-1683,AK
normal risk,false,528-13-2196,AL
normal risk,true,528-20-7827,AL
normal risk,false,528-23-4459,AK
normal risk,true,528-47-0367,AR
normal risk,true,529-02-2936,AL
normal risk,false,529-14-0231,AL
high risk,true,529-21-8757,AK
high risk,true,529-37-7052,AL
high risk,true,529-50-0300,AR
normal risk,false,529-51-4886,AR
high risk,false,529-52-7359,AL
normal risk,false,529-55-5983,AR
normal risk,false,529-69-1247,AK
high risk,false,529-70-2347,AK
normal risk,false,529-74-2092,AL
normal risk,false,529-79-9304,AR
high risk,true,530-01-3388,AR
normal risk,false,530-13-0829,AK
normal risk,false,530-13-0856,AR
high risk,true,530-31-5743,AR
normal risk,false,530-31-7538,AR
normal risk,false,530-40-3276,AR
normal risk,false,530-68-9423,AR
normal risk,false,530-71-2628,AK
normal risk,false,531-09-3446,AR
normal risk,false,531-18-5922,AL
normal risk,false,531-19-5028,AR
normal risk,true,531-25-7429,AK
high risk,true,531-28-2448,AL
normal risk,false,531-32-1690,AR
high risk,true,531-49-3126,AR
normal risk,false,531-52-3349,AL
normal risk,false,531-64-5751,AR
normal risk,false,531-74-1714,AR
normal risk,true,531-81-5875,AL
normal risk,false,532-23-5766,AL
normal risk,false,532-45-9822,AK
normal risk,false,532-68-1565,AR
normal risk,true,532-83-0703,AK
normal risk,true,532-88-5867,AL
normal risk,false,533-10-1207,AK
normal risk,false,533-17-3759,AR
normal risk,false,533-59-1199,AK
normal risk,false,533-67-0683,AL
normal risk,false,533-68-6094,AL
normal risk,false,534-09-2853,AR
normal risk,false,534-18-9065,AK
normal risk,false,534-19-3457,AR
normal risk,false,534-77-3383,AL
high risk,true,534-82-7764,AL
high risk,true,534-96-7739,AR
normal risk,false,535-17-1461,AR
normal risk,false,535-61-7582,AK
normal risk,false,535-82-8868,AK
normal risk,true,535-92-3490,AL
normal risk,false,535-97-7107,AR
normal risk,false,536-03-0401,AL
normal risk,true,536-05-1167,AL
normal risk,false,536-27-0060,AK
normal risk,false,536-36-3597,AL
normal risk,false,536-44-4693,AL
high risk,true,536-55-7667,AK
normal risk,false,536-64-6335,AR
normal risk,true,536-89-6852,AL
normal risk,false,537-13-7458,AR
high risk,true,537-16-0602,AK
high risk,true,537-24-6126,AL
high risk,false,537-28-6396,AK
normal risk,true,537-67-4245,AR
normal risk,true,537-76-2105,AL
normal risk,false,538-09-1511,AK
high risk,true,538-15-0007,AL
normal risk,false,538-29-5033,AL
normal risk,false,538-49-4731,AL
high risk,true,538-58-8351,AR
normal risk,true,538-64-7893,AK
normal risk,false,538-69-4673,AR
normal risk,false,538-70-3309,AL
normal risk,true,538-75-8756,AL
normal risk,true,538-81-0971,AK
normal risk,false,538-93-7083,AR
normal risk,true,539-01-2103,AK
normal risk,false,539-01-3059,AR
high risk,true,539-02-3418,AL
normal risk,false,539-08-2734,AK
normal risk,false,539-22-3766,AL
normal risk,false,539-23-7211,AK
normal risk,true,539-31-0658,AL
high risk,true,539-37-9636,AL
normal risk,false,539-39-2698,AK
normal risk,false,539-43-1699,AL
normal risk,false,539-49-2981,AK
normal risk,true,539-52-2151,AL
normal risk,false,539-62-9679,AR
normal risk,true,539-65-7369,AK
normal risk,true,539-73-7748,AL
normal risk,true,539-79-8834,AK
high risk,true,539-84-3943,AR
normal risk,false,540-03-5752,AK
normal risk,false,540-17-4371,AL
normal risk,false,540-48-7592,AR
normal risk,false,540-56-0158,AL
high risk,true,540-70-1763,AK
normal risk,false,540-99-4934,AR
high risk,true,541-03-3797,AK
normal risk,false,541-13-3336,AL
high risk,false,541-14-6960,AR
normal risk,true,541-16-0570,AK
normal risk,false,541-21-3612,AR
normal risk,false,541-60-5305,AR
high risk,true,541-62-1631,AL
high risk,false,541-69-2283,AK
normal risk,false,541-76-6408,AL
high risk,true,542-04-6988,AR
normal risk,true,542-29-6389,AL
normal risk,false,542-33-9450,AK
normal risk,true,542-38-8580,AR
normal risk,false,542-64-6819,AK
normal risk,true,542-76-8419,AL
high risk,true,542-86-7866,AK
normal risk,false,542-94-7014,AK
normal risk,false,542-95-3059,AL
normal risk,true,542-99-7541,AK
normal risk,true,543-01-6270,AL
normal risk,false,543-05-8218,AK
normal risk,false,543-11-0640,AK
normal risk,true,543-11-9448,AK
normal risk,false,543-43-1044,AL
normal risk,false,543-45-6919,AL
normal risk,false,543-50-1191,AR
normal risk,false,543-63-1665,AL
high risk,false,543-63-5605,AR
high risk,false,543-67-9968,AK
normal risk,false,543-71-5306,AR
normal risk,false,544-11-7009,AR
normal risk,false,544-23-6189,AR
normal risk,false,544-35-3341,AL
high risk,true,544-62-7780,AK
high risk,true,544-70-3817,AL
normal risk,false,544-89-5261,AR
high risk,true,545-06-1627,AR
normal risk,false,545-36-0065,AR
normal risk,false,545-46-3874,AL
normal risk,true,545-53-6834,AK
normal risk,false,545-63-2205,AL
normal risk,false,545-83-7700,AR
normal risk,false,545-84-6241,AK
normal risk,true,545-88-0449,AR
normal risk,false,545-90-5350,AR
normal risk,true,546-07-9305,AL
normal risk,false,546-31-1481,AL
normal risk,false,546-38-5456,AR
normal risk,false,546-44-2248,AK
normal risk,false,546-66-3987,AR
normal risk,true,546-74-1487,AK
