smokes,weight,gave_consent,ssn,notes,has_complication,hospital
yes,78.16732765755836,true,738-01-1688,high risk,true,AR
no,64.2166136142096,true,109-71-8576,normal risk,false,AR
no,62.730350465621754,true,525-59-8655,normal risk,false,AR
yes,71.6976952732451,true,878-17-5164,normal risk,true,AR
no,64.25154823336523,true,812-66-7633,normal risk,false,AR
no,87.45103074785794,true,303-97-6195,high risk,false,AR
no,87.17125855007862,true,039-33-3107,normal risk,false,AR
no,62.47875969901837,true,765-99-3685,normal risk,true,AR
no,54.242340749102915,true,342-31-6379,normal risk,true,AR
no,93.83302331766103,true,791-70-0339,high risk,false,AR
yes,79.16394365121988,true,463-85-6289,high risk,true,AR
no,71.69641001448213,true,468-01-6062,normal risk,false,AR
no,79.65957623909337,true,644-02-8375,normal risk,true,AR
yes,54.021371990257826,true,528-47-0367,normal risk,true,AR
no,62.89571183196625,true,350-82-1900,normal risk,true,AR
no,82.64124908492244,true,713-11-0893,normal risk,false,AR
no,56.875566384559335,true,596-76-2586,normal risk,false,AR
no,77.64299894264933,true,426-13-4930,normal risk,false,AR
no,62.140061689292004,true,382-94-3420,normal risk,false,AR
no,74.80461023406805,true,239-72-1380,normal risk,false,AR
no,63.8371921501162,true,551-04-7515,normal risk,false,AR
no,88.64627050394003,true,791-47-8523,normal risk,false,AR
no,62.53886065980391,true,060-33-2390,normal risk,true,AR
no,76.1760626540266,true,750-27-7591,normal risk,false,AR
no,87.31735215541607,true,779-67-2582,high risk,false,AR
no,85.87021051749426,true,238-88-7611,normal risk,false,AR
no,62.46580751327748,true,280-65-1250,normal risk,false,AR
no,57.79144547035242,true,341-86-3190,normal risk,false,AR
no,77.31807069184258,true,463-97-2459,normal risk,false,AR
yes,62.44072069247078,true,097-61-6556,high risk,true,AR
no,84.33525367532678,true,629-01-0751,normal risk,false,AR
yes,78.51536186648715,true,770-83-4408,high risk,true,AR
no,56.44395605048955,true,010-23-9846,normal risk,false,AR
no,91.46702983206971,true,869-25-3045,normal risk,true,AR
no,63.33592448592755,true,723-48-8567,normal risk,false,AR
no,60.48605638639484,true,085-19-3977,normal risk,false,AR
no,74.67704998449304,true,189-90-9722,normal risk,true,AR
no,60.94275366869319,true,289-83-3005,normal risk,false,AR
no,57.485267438890396,true,706-76-0825,normal risk,false,AR
no,60.42248486925924,true,620-81-2399,normal risk,false,AR
no,57.20096499779616,true,594-84-6472,normal risk,false,AR
yes,87.61466460572424,true,853-98-6437,high risk,true,AR
no,79.9357708977468,true,765-68-4307,normal risk,false,AR
no,80.55396726670894,true,600-94-4074,normal risk,false,AR
yes,56.35682857578517,true,224-35-2758,normal risk,false,AR
no,83.77949882230769,true,358-44-4602,normal risk,false,AR
no,58.26084546635678,true,560-88-0642,normal risk,false,AR
yes,58.96357609917074,true,312-53-0719,high risk,false,AR
yes,80.52697458060919,true,253-82-3990,high risk,true,AR
yes,76.52758844831754,true,386-06-8609,high risk,false,AR
yes,60.56730668231769,true,313-93-9768,high risk,false,AR
no,58.21656228770118,true,436-58-4328,normal risk,false,AR
no,59.48374686592973,true,403-56-9068,normal risk,false,AR
no,78.15231956917256,true,531-64-5751,normal risk,false,AR
no,76.4808363587608,true,509-09-9914,normal risk,false,AR
no,59.41356077055248,true,120-45-0734,normal risk,false,AR
yes,53.42132714827696,true,229-08-3901,normal risk,true,AR
no,64.92541670934969,true,655-27-7691,normal risk,false,AR
no,60.29537680011871,true,280-22-7206,normal risk,false,AR
no,87.08838909471729,true,253-25-6562,normal risk,true,AR
no,62.75576887568587,true,601-30-5099,normal risk,false,AR
yes,58.01981660330971,true,051-95-5593,high risk,true,AR
no,78.59406120010148,true,832-35-6322,normal risk,false,AR
no,82.65857263179548,true,370-39-0328,normal risk,false,AR
no,84.85853167237786,true,308-20-7201,normal risk,false,AR
yes,73.0227194220999,true,316-52-1133,normal risk,true,AR
no,75.41435917412699,true,633-20-0333,normal risk,false,AR
yes,61.330875519665234,true,445-48-9902,high risk,true,AR
yes,58.21346535741261,true,442-15-9179,high risk,true,AR
no,77.490217218056,true,103-46-1045,normal risk,true,AR
no,57.01095395443311,true,216-53-0221,normal risk,false,AR
yes,57.573905280238066,true,100-49-1408,high risk,true,AR
no,83.22850565719321,true,262-78-0054,normal risk,false,AR
yes,83.46307536717939,true,477-80-9135,high risk,true,AR
no,56.53902641691081,true,354-19-5904,normal risk,false,AR
no,81.40075872019052,true,212-30-9186,normal risk,false,AR
no,59.477727357717136,true,652-09-1539,normal risk,false,AR
no,62.722882747005926,true,417-57-1318,normal risk,false,AR
no,57.095784509286524,true,682-64-7643,normal risk,false,AR
no,72.72763971563236,true,088-99-5107,normal risk,false,AR
no,55.2847659660826,true,085-93-0656,normal risk,false,AR
no,58.80117301762884,true,546-38-5456,normal risk,false,AR
no,84.36998608753899,true,300-98-9528,normal risk,false,AR
no,79.61404934267617,true,821-62-9467,normal risk,false,AR
no,61.66946168509452,true,394-71-8211,normal risk,false,AR
yes,56.31474881622357,true,696-15-2048,high risk,true,AR
no,62.75024172024137,true,716-73-0136,normal risk,false,AR
yes,63.8833888179155,true,885-66-6032,high risk,true,AR
no,74.75929710000229,true,345-56-4871,normal risk,false,AR
no,58.68473891831009,true,597-92-2509,normal risk,true,AR
yes,62.07490805105097,true,077-21-9172,normal risk,true,AR
yes,58.73633358227886,true,703-57-0478,high risk,true,AR
no,71.50287935270366,true,889-03-9373,normal risk,false,AR
no,59.47377655167136,true,188-01-4179,normal risk,true,AR
no,59.998771762161745,true,365-60-0092,normal risk,false,AR
no,73.3733205879741,true,786-33-7527,normal risk,false,AR
no,88.19431601415516,true,083-34-1081,normal risk,false,AR
no,61.9487631973624,true,017-38-6691,normal risk,false,AR
yes,67.66564095863882,true,660-77-3462,normal risk,true,AR
no,55.6258773958852,true,226-44-0282,normal risk,false,AR
no,84.72384782201419,true,354-34-7037,normal risk,false,AR
yes,61.85537929304567,true,855-54-3469,high risk,false,AR
yes,80.99965982826077,true,279-80-3709,high risk,true,AR
no,84.77911308640803,true,805-20-5969,normal risk,false,AR
yes,57.89492068883631,true,287-58-3569,high risk,true,AR
no,81.54939170058934,true,292-47-5460,normal risk,false,AR
no,61.05844268627634,true,262-16-7398,normal risk,false,AR
no,55.37536051761018,true,586-35-6419,normal risk,false,AR
yes,80.42417480788492,true,622-44-5224,normal risk,true,AR
no,76.8803275298914,true,669-03-4280,normal risk,false,AR
no,74.59620929310208,true,404-68-9550,normal risk,false,AR
no,60.37640255085573,true,612-42-5219,normal risk,false,AR
no,72.06068448848976,true,461-72-6845,normal risk,false,AR
yes,57.08584213238143,true,396-17-1007,normal risk,true,AR
yes,55.17551321302386,true,059-07-5720,high risk,true,AR
no,62.62443235867251,true,658-27-6424,normal risk,false,AR
yes,56.89861740767968,true,091-23-6640,normal risk,true,AR
no,83.20137673958867,true,345-19-0299,normal risk,false,AR
no,82.33470388569681,true,491-02-8112,normal risk,false,AR
no,81.14004594966829,true,044-06-3960,normal risk,false,AR
no,74.22628139212246,true,744-50-1980,normal risk,false,AR
no,81.71788084436487,true,419-05-9626,normal risk,false,AR
no,56.996717458424904,true,865-27-2399,normal risk,false,AR
no,62.45144556106949,true,481-42-1735,normal risk,true,AR
yes,63.09495306773165,true,682-47-0760,normal risk,false,AR
no,81.19505580211079,true,663-85-8619,normal risk,false,AR
no,58.28281643941431,true,766-67-5408,normal risk,false,AR
no,70.45405094367135,true,619-80-9555,normal risk,false,AR
no,81.75038350977512,true,579-82-3494,normal risk,false,AR
yes,78.48465460456381,true,818-02-2594,high risk,true,AR
no,78.94031359490673,true,102-90-9170,normal risk,false,AR
no,81.43092923565368,true,674-09-6165,normal risk,false,AR
yes,85.556596986517,true,298-41-2436,high risk,true,AR
no,60.368751243029884,true,250-93-0039,normal risk,false,AR
no,74.21587429036244,true,124-34-8872,normal risk,false,AR
no,85.63784204126162,true,158-45-2861,normal risk,false,AR
no,57.66725694933427,true,557-46-6207,normal risk,false,AR
no,61.72935856215587,true,490-56-7452,normal risk,false,AR
no,90.57501187595214,true,305-11-7043,high risk,false,AR
no,78.41275233357823,true,741-45-6970,normal risk,false,AR
no,59.08125595332006,true,329-02-5315,normal risk,false,AR
no,75.33078423137037,true,172-38-3485,normal risk,false,AR
no,81.18919291019763,true,433-57-4874,normal risk,false,AR
no,71.76857154782577,true,878-42-0027,normal risk,true,AR
no,72.78510281554944,true,303-11-1786,normal risk,false,AR
no,57.795709563706474,true,122-34-1682,normal risk,false,AR
no,71.51765917777774,true,028-61-4259,normal risk,false,AR
no,80.47885186122498,true,771-04-0963,normal risk,true,AR
no,56.272729907665095,true,887-89-5252,normal risk,false,AR
no,60.181692315944744,true,667-67-4966,normal risk,false,AR
no,79.26446481257045,true,732-08-7122,normal risk,false,AR
yes,78.18819639136319,true,376-08-0667,high risk,true,AR
no,61.06632372187819,true,025-17-5132,normal risk,false,AR
no,57.57254196448318,true,324-96-3289,normal risk,true,AR
no,68.60550420154212,true,822-49-1363,normal risk,false,AR
yes,75.11744279168397,true,856-78-3885,high risk,true,AR
no,77.46671821971836,true,685-49-6201,normal risk,false,AR
no,61.10230552924669,true,322-18-9399,normal risk,false,AR
yes,83.0755045406339,true,799-45-6067,high risk,true,AR
yes,77.72147429588853,true,678-29-7590,high risk,true,AR
no,81.88700874408724,true,098-51-0015,normal risk,false,AR
no,81.85111905334144,true,452-13-5446,normal risk,false,AR
no,59.6298226398047,true,303-58-1401,normal risk,false,AR
no,82.64104468071515,true,725-11-0346,normal risk,false,AR
no,60.84701930345127,true,655-60-5245,normal risk,false,AR
no,77.6152964151189,true,363-23-5561,normal risk,false,AR
no,73.89614450128117,true,269-61-1745,normal risk,false,AR
yes,78.96550057019716,true,061-14-5860,high risk,true,AR
no,68.72610295619486,true,065-77-3772,normal risk,false,AR
yes,80.52573887116196,true,885-86-4764,high risk,true,AR
no,77.06833394420303,true,270-51-5103,normal risk,false,AR
yes,62.31820339354888,true,663-97-4306,high risk,true,AR
no,80.64556787816815,true,453-72-4482,normal risk,false,AR
no,60.68299353721978,true,201-56-2733,normal risk,false,AR
no,80.87998050336594,true,241-92-0796,normal risk,false,AR
no,60.42523554955934,true,076-44-4734,normal risk,false,AR
no,54.88286440282028,true,614-52-1126,normal risk,false,AR
no,72.55789434402637,true,745-20-9946,normal risk,false,AR
yes,52.17297214474923,true,397-13-4931,high risk,true,AR
no,83.40746633219618,true,344-17-8664,normal risk,false,AR
no,78.0928032410304,true,808-18-1853,normal risk,false,AR
no,73.97123419039873,true,565-10-2735,normal risk,false,AR
no,83.61642219455923,true,400-74-0331,normal risk,false,AR
yes,78.61425659235728,true,759-58-3939,high risk,true,AR
no,57.36571310757553,true,277-14-9492,normal risk,false,AR
no,81.0736900078751,true,687-39-0317,normal risk,false,AR
no,79.74901717379277,true,235-96-4446,normal risk,false,AR
no,56.765674305213054,true,497-25-2553,normal risk,false,AR
no,74.80611097918481,true,873-91-7997,normal risk,false,AR
no,76.99132333805628,true,526-37-3892,normal risk,false,AR
yes,64.16858377738585,true,304-92-2887,high risk,true,AR
no,58.2903635644027,true,153-03-5966,normal risk,false,AR
no,85.56327282441134,true,287-68-1529,normal risk,false,AR
no,63.019065093488095,true,180-79-7210,normal risk,false,AR
no,84.23788724696912,true,600-55-7340,normal risk,false,AR
no,61.7236990837758,true,620-76-3673,normal risk,false,AR
no,71.24527649996232,true,561-65-8691,normal risk,false,AR
no,60.73053108271826,true,223-45-1619,normal risk,true,AR
no,83.37239244643445,true,226-56-0621,normal risk,false,AR
no,61.77556825078581,true,564-04-1529,normal risk,false,AR
yes,83.52976841038517,true,511-92-5997,normal risk,true,AR
yes,78.90233843475193,true,753-31-5518,normal risk,false,AR
no,61.36231770954177,true,016-41-0371,normal risk,false,AR
no,85.15361616285678,true,393-36-1656,high risk,false,AR
no,90.95990495763812,true,253-11-2709,high risk,true,AR
no,71.80211737164652,true,797-81-0023,normal risk,false,AR
no,83.04088571617287,true,644-46-6415,normal risk,false,AR
yes,60.5938654290184,true,416-45-6441,high risk,false,AR
no,57.29366889609898,true,275-78-5518,normal risk,false,AR
no,57.21259044434972,true,411-30-2642,normal risk,false,AR
no,79.27589661453855,true,146-20-3901,normal risk,false,AR
yes,84.89127307222576,true,501-13-8752,normal risk,true,AR
yes,85.57919929502572,true,387-77-0253,normal risk,true,AR
no,80.13097927937656,true,474-74-4841,normal risk,false,AR
no,63.287941899764725,true,482-31-0989,normal risk,false,AR
no,57.54976417400465,true,824-49-8176,normal risk,false,AR
no,84.06093294944154,true,792-42-3060,normal risk,true,AR
no,64.24574336447922,true,484-59-9347,normal risk,false,AR
no,59.452012809394475,true,505-09-8799,normal risk,false,AR
yes,61.57154609680076,true,539-84-3943,high risk,true,AR
no,79.12182559789879,true,488-47-4616,normal risk,true,AR
no,70.68749571478152,true,220-06-4498,normal risk,false,AR
no,63.83520854237556,true,067-60-0526,normal risk,true,AR
no,67.56859655441126,true,066-56-6190,normal risk,false,AR
no,60.73991561760274,true,630-36-6978,normal risk,false,AR
no,69.46970901290524,true,105-68-1868,normal risk,false,AR
no,68.56678966076619,true,873-26-7620,normal risk,true,AR
no,84.35445093997255,true,525-30-4136,normal risk,false,AR
no,83.54370818326038,true,814-15-1693,normal risk,false,AR
no,57.40317092405863,true,311-82-2060,normal risk,false,AR
no,67.26270689793186,true,849-40-1479,normal risk,false,AR
no,60.31967500069423,true,525-75-9959,normal risk,false,AR
yes,71.64062544275738,true,396-82-3014,normal risk,true,AR
no,86.54195277613788,true,205-48-8357,high risk,true,AR
no,68.02488267689837,true,429-30-8703,normal risk,false,AR
no,78.65242155961998,true,038-39-1787,normal risk,false,AR
yes,82.15563624861703,true,436-70-0472,normal risk,true,AR
no,83.84126649923621,true,574-75-2280,normal risk,true,AR
no,87.58440322506475,true,070-01-8590,high risk,true,AR
no,64.28166735037217,true,208-62-4139,normal risk,false,AR
no,61.53895475614627,true,170-71-4706,normal risk,false,AR
no,62.23790478596423,true,061-19-9472,normal risk,false,AR
yes,84.88411759946489,true,592-73-7939,high risk,true,AR
no,61.711189894273694,true,102-37-9306,normal risk,false,AR
no,57.22091391896055,true,090-17-9763,normal risk,true,AR
no,58.40925233962732,true,530-68-9423,normal risk,false,AR
yes,79.63782140927805,true,002-62-7289,high risk,true,AR
no,63.93770947973792,true,133-37-5825,normal risk,false,AR
no,83.83809153966342,true,488-47-2219,normal risk,false,AR
no,75.6038288309611,true,874-34-4066,normal risk,false,AR
no,57.2248715419434,true,490-91-1451,normal risk,false,AR
no,58.12630657773285,true,132-75-9766,normal risk,true,AR
no,91.04241836534175,true,805-58-7872,high risk,true,AR
no,58.63801171687225,true,008-11-4876,normal risk,false,AL
no,59.54677239647128,true,696-88-2670,normal risk,false,AL
no,61.41761818204386,true,081-54-5759,normal risk,false,AL
no,59.42159395282205,true,413-38-5324,normal risk,false,AL
no,85.35855660942411,true,721-65-2438,normal risk,true,AL
yes,83.1774227658066,true,048-05-1058,high risk,false,AL
no,60.590917313755604,true,594-38-0402,normal risk,false,AL
no,59.09729550788896,true,285-18-2556,normal risk,false,AL
no,62.045090114191424,true,096-18-1782,normal risk,false,AL
no,62.23713319607789,true,754-28-8596,normal risk,false,AL
yes,77.42847483078647,true,417-23-9440,normal risk,false,AL
yes,81.02153204610407,true,574-30-9962,normal risk,false,AL
no,58.88754243169912,true,345-44-4796,normal risk,false,AL
no,90.2457003160769,true,460-20-6953,high risk,true,AL
no,58.925947283844465,true,212-28-8355,normal risk,false,AL
no,60.92078546480068,true,650-82-1264,normal risk,false,AL
yes,82.73773407003476,true,269-01-8338,normal risk,true,AL
no,56.00149284402305,true,278-14-9884,normal risk,false,AL
no,55.28433735824601,true,140-63-6383,normal risk,true,AL
yes,83.08731261327836,true,003-63-3630,high risk,true,AL
no,82.61931635759473,true,332-19-7198,normal risk,true,AL
no,63.24824883720176,true,486-38-5484,normal risk,false,AL
no,86.69561032263093,true,874-76-5051,normal risk,false,AL
yes,79.83417109204073,true,251-84-3332,high risk,true,AL
no,77.06370600010933,true,129-61-9456,normal risk,false,AL
yes,77.42948649721083,true,691-73-0422,high risk,false,AL
no,52.47644148546775,true,405-17-3257,normal risk,false,AL
yes,63.73841568149316,true,769-48-0401,high risk,false,AL
yes,62.04271470662503,true,562-17-2795,normal risk,true,AL
no,78.00932700066063,true,134-92-4400,normal risk,false,AL
no,76.95606189290123,true,565-92-2871,normal risk,true,AL
no,76.83424539446096,true,703-47-1951,normal risk,false,AL
no,77.27595989641888,true,224-58-1045,normal risk,false,AL
yes,63.47470936711127,true,546-07-9305,normal risk,true,AL
no,62.59446780927043,true,518-20-1259,normal risk,false,AL
no,80.86163740807898,true,032-32-5331,normal risk,false,AL
no,60.79271083122189,true,043-17-6941,normal risk,false,AL
no,59.21406801790333,true,233-45-7215,normal risk,false,AL
yes,70.88359021554098,true,889-09-2534,high risk,true,AL
no,78.41585445399657,true,360-15-2794,normal risk,false,AL
no,58.72031066592766,true,021-72-7539,normal risk,true,AL
no,69.82319146314137,true,291-77-9787,normal risk,false,AL
yes,62.632896465900075,true,579-78-1537,high risk,true,AL
no,76.80412262149744,true,276-04-8071,normal risk,false,AL
no,82.00717734716824,true,186-83-1589,normal risk,false,AL
no,90.8253226485912,true,329-33-4680,high risk,false,AL
no,80.85295897001272,true,160-11-3623,normal risk,true,AL
yes,79.89551369940412,true,220-99-5725,high risk,true,AL
no,58.88120131386823,true,214-19-6351,normal risk,false,AL
no,58.22183726566198,true,398-56-6828,normal risk,false,AL
no,61.87042857007326,true,736-39-2444,normal risk,false,AL
no,58.31371060414892,true,525-29-2224,normal risk,false,AL
yes,83.28200042244181,true,133-93-9666,normal risk,false,AL
no,57.385611029136584,true,123-03-2327,normal risk,false,AL
no,84.98067593578315,true,572-03-2304,normal risk,false,AL
yes,55.08665389100173,true,184-97-1598,normal risk,true,AL
no,84.69363438614761,true,702-36-9248,normal risk,false,AL
no,62.356390047375605,true,318-91-1926,normal risk,false,AL
no,80.09888469925107,true,885-83-5663,normal risk,true,AL
no,72.74593369845704,true,257-38-9443,normal risk,false,AL
yes,75.83562563708642,true,232-81-6844,normal risk,false,AL
no,56.18505753260397,true,023-81-7317,normal risk,false,AL
no,63.754367891243206,true,754-14-0239,normal risk,false,AL
no,55.985379702702055,true,607-63-4495,normal risk,false,AL
no,58.736011773785144,true,034-91-5776,normal risk,false,AL
yes,79.99481318487136,true,411-16-3571,high risk,true,AL
no,73.35523268627972,true,069-10-9544,normal risk,false,AK
yes,62.99002921653532,true,647-04-6350,high risk,true,AK
no,57.61291165473643,true,558-36-9510,normal risk,false,AK
yes,85.52678581159076,true,885-60-5890,high risk,true,AK
no,61.06186716932483,true,369-63-2380,normal risk,false,AK
yes,59.67102549093263,true,497-16-3057,high risk,false,AK
no,63.25784950100084,true,546-44-2248,normal risk,false,AK
no,58.591738107809476,true,830-23-5233,normal risk,false,AK
no,79.75202768204443,true,606-13-4026,normal risk,false,AK
no,61.58566250826947,true,333-56-7994,normal risk,false,AK
no,79.52796945805817,true,161-44-0383,normal risk,false,AK
no,78.16325772084464,true,625-04-1788,normal risk,false,AK
yes,77.54139170245865,true,620-41-6571,high risk,true,AK
no,59.62268474007162,true,762-34-0992,normal risk,false,AK
no,59.73601819271574,true,884-50-7305,normal risk,false,AK
no,77.02673298767871,true,783-25-4339,normal risk,false,AK
no,54.28485190736861,true,457-03-6010,normal risk,false,AK
no,60.10408603654903,true,169-64-4267,normal risk,false,AK
yes,58.7219199883299,true,571-06-1714,normal risk,false,AK
no,90.028615444291,true,058-78-0921,high risk,true,AK
no,61.70511379462658,true,316-44-2955,normal risk,false,AK
no,80.72753573987133,true,119-19-3313,normal risk,false,AK
no,61.416288643639184,true,487-39-0868,normal risk,false,AK
no,89.44777655104886,true,549-43-5962,high risk,false,AK
no,58.278044013632304,true,028-74-7399,normal risk,false,AK
no,87.60751536916781,true,413-04-1241,high risk,true,AK
no,73.51427237497238,true,097-83-8441,normal risk,false,AK
yes,79.56981770630166,true,824-21-7516,high risk,true,AK
yes,59.01366731656657,true,667-75-6160,normal risk,true,AK
no,87.89455094991891,true,846-05-6938,high risk,true,AK
no,75.97139632739851,true,770-12-9610,normal risk,false,AK
no,64.669758131462,true,732-11-0815,normal risk,false,AK
no,59.133154537961055,true,133-60-2722,normal risk,true,AK
no,81.6473339484501,true,289-09-8117,normal risk,false,AK
yes,57.89875999809354,true,101-25-2314,normal risk,true,AK
no,80.36423941594272,true,721-08-3776,normal risk,false,AK
yes,79.40241918530737,true,097-50-5220,high risk,true,AK
no,62.35965665934761,true,203-13-5250,normal risk,false,AK
no,57.54295729501598,true,623-66-7721,normal risk,true,AK
no,76.60842528698157,true,403-19-4539,normal risk,false,AK
no,79.66776331027226,true,496-18-7819,normal risk,false,AK
no,59.456286107883045,true,392-80-0773,normal risk,false,AK
no,60.01300237234303,true,222-01-8949,normal risk,false,AK
no,85.27892842866575,true,486-09-5350,normal risk,false,AK
no,58.13350754508359,true,638-84-3271,normal risk,false,AK
no,77.25208926332752,true,708-44-4267,normal risk,false,AK
no,54.546986306459786,true,068-13-0966,normal risk,false,AK
no,56.97642437445697,true,875-71-5749,normal risk,true,AK
no,60.521406240029734,true,397-47-9906,normal risk,false,AK
no,75.86170669196835,true,844-64-0039,normal risk,false,AK
no,77.43387407434365,true,820-79-5779,normal risk,false,AK
no,61.544067638297946,true,327-81-3410,normal risk,false,AK
no,82.84270260172572,true,866-44-0363,normal risk,false,AK
no,78.48978187752867,true,326-23-8244,normal risk,false,AK
no,90.10995259508275,true,261-52-9672,high risk,true,AK
no,79.02637021969583,true,539-01-2103,normal risk,true,AK
no,60.32742915604595,true,490-41-5389,normal risk,false,AK
no,57.632639892697675,true,751-98-8610,normal risk,false,AK
no,53.271455987500396,true,242-66-2193,normal risk,false,AK
no,55.53956592466958,true,136-83-5309,normal risk,false,AK
no,59.79283226433038,true,033-98-8308,normal risk,false,AK
no,76.84236676903552,true,829-54-6556,normal risk,false,AK
no,80.09562044170565,true,523-87-0666,normal risk,false,AK
no,78.80967596138309,true,364-89-4836,normal risk,true,AK
yes,61.01894835795244,true,225-93-7117,normal risk,true,AK
no,54.79274788411207,true,683-22-7363,normal risk,false,AK
yes,79.40526829490831,true,801-69-9061,normal risk,true,AK
no,59.00250155366277,true,361-23-7665,normal risk,false,AK
no,60.44678660969492,true,896-28-1178,normal risk,false,AK
no,73.80322061944223,true,415-22-6871,normal risk,false,AK
no,60.21973222499121,true,400-95-8839,normal risk,false,AK
yes,84.14656879629938,true,536-55-7667,high risk,true,AK
no,64.3707136164866,true,893-32-1924,normal risk,false,AR
no,59.02185719701714,true,885-36-2028,normal risk,false,AR
yes,59.307748869819825,true,219-67-2298,normal risk,false,AR
no,79.81346832500468,true,851-04-3521,normal risk,false,AR
no,83.56393184424401,true,627-03-2173,normal risk,false,AR
no,60.2780389616427,true,571-87-7774,normal risk,false,AR
yes,60.218315330043914,true,720-60-1150,normal risk,false,AR
no,59.675706742449044,true,277-87-9167,normal risk,false,AR
no,59.691241285012026,true,647-52-4081,normal risk,false,AR
no,75.91923882994887,true,054-72-8262,normal risk,true,AR
no,81.55868975224354,true,084-48-2732,normal risk,false,AR
no,64.79307215637503,true,100-02-5638,normal risk,false,AR
no,57.463515619273785,true,738-39-9188,normal risk,false,AR
yes,73.53933313383156,true,322-90-1102,high risk,true,AR
no,59.107710330912866,true,353-90-5179,normal risk,true,AR
yes,83.41837128546794,true,561-99-4348,high risk,true,AR
no,81.39731038347986,true,756-81-7634,normal risk,false,AR
no,75.26151492561733,true,541-60-5305,normal risk,false,AR
no,78.58598594864287,true,747-20-0378,normal risk,false,AR
no,62.98955649478947,true,744-15-8974,normal risk,false,AR
no,75.11746475533464,true,326-27-6911,normal risk,false,AR
yes,82.30485508264451,true,852-66-0604,normal risk,true,AR
no,77.74227198615701,true,033-66-2129,normal risk,true,AR
yes,54.56311490389581,true,850-25-0334,high risk,true,AR
no,61.82698169232026,true,506-57-7978,normal risk,false,AR
no,80.94952784563733,true,823-77-6638,normal risk,true,AR
no,63.29321367421677,true,517-54-1611,normal risk,false,AR
no,83.80638487061327,true,685-23-1084,normal risk,true,AR
no,84.6574309155198,true,548-98-1167,normal risk,false,AR
no,57.30971558669578,true,562-70-4847,normal risk,false,AR
no,76.01365153944369,true,412-75-7171,normal risk,false,AR
no,82.75224452459011,true,352-54-7229,normal risk,false,AR
no,79.20317182973743,true,372-42-8670,normal risk,true,AR
no,59.64159315702498,true,272-08-3615,normal risk,true,AR
no,64.55373231627206,true,263-98-0578,normal risk,false,AR
yes,59.682395018074104,true,777-49-5453,high risk,false,AR
no,59.78495319275554,true,727-74-9367,normal risk,false,AR
no,59.35024029071331,true,133-68-4303,normal risk,false,AR
yes,56.978861891405096,true,066-91-1820,high risk,true,AR
yes,74.5591586521734,true,459-11-1260,normal risk,false,AR
no,72.27700930532929,true,592-01-8853,normal risk,false,AR
yes,74.56036716491944,true,131-78-1622,normal risk,true,AR
yes,55.26772341146682,true,458-31-3443,normal risk,true,AR
no,60.79993851727295,true,469-03-0522,normal risk,false,AR
no,63.87380547829404,true,788-38-7795,normal risk,false,AR
no,79.56483173677887,true,327-91-6191,normal risk,true,AR
no,66.0150065040938,true,081-48-7427,normal risk,true,AR
no,68.21348154268637,true,691-68-9679,normal risk,false,AR
no,62.47563505860533,true,213-16-1828,normal risk,false,AR
no,78.34087084477281,true,358-55-9641,normal risk,false,AR
no,60.37604721908534,true,804-58-5660,normal risk,false,AR
no,59.504978196276426,true,877-23-9873,normal risk,false,AR
yes,61.41986687366785,true,057-54-3367,normal risk,true,AR
no,76.61445593213894,true,103-10-3172,normal risk,false,AR
no,73.95837843146407,true,832-91-0388,normal risk,false,AR
yes,60.89205723220664,true,629-67-7166,high risk,true,AR
yes,80.27587868527135,true,442-16-3840,high risk,true,AR
no,56.598608448478736,true,311-64-7713,normal risk,false,AR
no,61.916759936908136,true,378-78-6279,normal risk,false,AR
no,71.2528153496605,true,807-58-9202,normal risk,false,AR
no,63.69893638838856,true,577-89-7180,normal risk,true,AR
no,57.48660163263967,true,232-18-2189,normal risk,false,AR
yes,55.95591552024817,true,742-08-9593,high risk,false,AR
yes,61.41454422238258,true,757-48-3822,normal risk,true,AR
no,61.39050931924925,true,049-05-7352,normal risk,false,AR
yes,81.14197176727649,true,327-09-4816,high risk,true,AR
yes,76.23468774345672,true,374-55-6462,normal risk,true,AR
no,54.21741729786098,true,538-69-4673,normal risk,false,AR
no,77.62048340825405,true,178-42-1873,normal risk,false,AR
yes,59.57689092740847,true,514-32-0535,normal risk,true,AR
yes,81.32488274434405,true,436-61-2185,normal risk,true,AR
yes,62.558337965507754,true,187-96-0329,high risk,true,AR
no,69.91284579575641,true,363-90-7972,normal risk,false,AR
no,76.34129662610412,true,540-48-7592,normal risk,false,AR
no,64.6300101555853,true,851-10-5143,normal risk,false,AR
no,63.34244063640109,true,632-64-7758,normal risk,false,AR
yes,59.586116980930804,true,310-68-1597,high risk,true,AR
no,52.95064966672435,true,185-44-1862,normal risk,false,AR
no,59.38970722975533,true,734-56-5689,normal risk,false,AL
no,76.18817035018265,true,218-59-6658,normal risk,false,AL
no,63.73716332645136,true,387-04-7540,normal risk,false,AL
yes,60.76199366968734,true,590-76-1909,high risk,false,AL
no,64.03633477238886,true,824-08-4305,normal risk,false,AL
yes,72.89518980442865,true,420-29-0885,high risk,true,AL
no,58.64310181193401,true,709-01-2586,normal risk,false,AL
no,92.25410972608238,true,566-74-0912,high risk,false,AL
no,57.48797531565047,true,011-97-1421,normal risk,false,AL
no,56.755090477794745,true,319-03-8792,normal risk,false,AL
no,75.17618659815366,true,109-67-2256,normal risk,false,AL
no,62.76882575167701,true,389-39-2445,normal risk,true,AL
