smokes,weight,gave_consent,ssn,notes,has_complication,hospital
no,57.503693037398016,True,449-35-4778,normal risk,False,AL
no,59.68869821448475,True,449-39-1318,normal risk,False,AR
no,55.62524555377237,True,449-39-8413,normal risk,False,AL
yes,81.5317255424486,True,449-44-8345,high risk,True,AL
no,75.68627167194713,True,449-64-9383,normal risk,False,AR
yes,84.70146593385611,True,449-69-6377,high risk,False,AL
no,59.16456552764148,True,449-72-3122,normal risk,False,AL
no,60.32481095042922,True,449-77-0527,normal risk,False,AR
no,75.76471483967674,True,450-07-9037,normal risk,False,AK
no,60.01762664629194,True,450-12-9187,normal risk,False,AR
no,55.52007940612853,True,450-24-2725,normal risk,False,AR
yes,85.45230695813815,True,450-26-3338,high risk,True,AR
no,71.82827469705879,True,450-35-7957,normal risk,False,AR
yes,74.22211186637176,True,450-63-9717,normal risk,False,AL
yes,55.11206606043692,True,450-68-9593,high risk,False,AL
no,78.444604556189,True,450-77-1494,normal risk,False,AK
no,58.15429564224885,True,451-14-1268,normal risk,False,AR
yes,64.51086154363881,True,451-14-8182,high risk,True,AK
no,75.49436930733783,True,451-45-1625,normal risk,False,AL
yes,56.90123981370508,True,451-78-8055,normal risk,True,AK
no,77.46900001660141,True,451-84-8526,normal risk,False,AK
no,64.98509005420927,True,451-87-6861,normal risk,False,AK
no,63.835432006962094,True,451-92-0952,normal risk,False,AL
no,64.35636619249084,True,451-96-9783,normal risk,False,AR
yes,81.93335627620371,True,451-98-5439,normal risk,True,AK
no,81.85111905334144,True,452-13-5446,normal risk,False,AR
no,61.85069065013796,True,452-43-6571,normal risk,False,AK
no,54.316925281513385,True,452-70-2941,normal risk,False,AR
yes,79.07293868514382,True,452-77-6915,normal risk,True,AR
no,55.39878817549728,True,453-11-9670,normal risk,False,AR
no,60.66190854458587,True,453-16-1458,normal risk,False,AK
yes,81.61606038332744,True,453-24-4975,high risk,False,AR
no,60.241311079865255,True,453-36-8311,normal risk,False,AK
no,59.46029435806211,True,453-39-7085,normal risk,False,AL
no,54.80593452998925,True,453-53-3800,normal risk,False,AL
no,57.62388207220789,True,453-66-8568,normal risk,False,AK
yes,54.43789223331066,True,453-69-1663,normal risk,True,AL
no,80.64556787816815,True,453-72-4482,normal risk,False,AR
no,76.71343008172425,True,453-73-6130,normal risk,False,AK
yes,58.44907599482705,True,454-04-6629,normal risk,False,AL
no,60.12907934839699,True,454-24-8741,normal risk,False,AR
yes,71.07973846017671,True,454-25-8683,normal risk,True,AL
no,54.74703110442121,True,454-37-3006,normal risk,False,AR
no,80.61680663027644,True,454-42-5163,normal risk,True,AL
no,64.89125944102882,True,454-44-8973,normal risk,False,AR
yes,75.19208886515582,True,454-56-5362,normal risk,True,AK
no,60.15951842860871,True,454-58-0931,normal risk,False,AK
no,56.47992467361993,True,454-59-5377,normal risk,False,AL
no,69.97298604314483,True,454-62-0557,normal risk,True,AK
no,79.11475530311627,True,454-71-2446,normal risk,False,AK
no,77.12663174239515,True,454-78-3874,normal risk,False,AR
yes,78.5087004170451,True,454-78-6733,high risk,True,AK
no,78.43515472188199,True,454-78-8322,normal risk,False,AK
no,71.2526421896067,True,455-13-9260,normal risk,False,AR
yes,59.64815079875288,True,455-28-3513,normal risk,True,AR
no,59.60841615020251,True,455-30-1126,normal risk,False,AR
yes,77.38487580928343,True,455-38-0341,normal risk,True,AL
no,84.78928789544324,True,455-38-2674,normal risk,False,AL
no,60.74727229687007,True,455-49-6078,normal risk,False,AK
no,51.94454006959321,True,455-56-9984,normal risk,False,AK
no,85.38209525119535,True,455-83-6384,normal risk,False,AL
no,86.49320097797478,True,455-86-4456,normal risk,False,AL
yes,74.76542784924513,True,456-06-9484,high risk,True,AL
no,76.70915572560924,True,456-24-8116,normal risk,True,AK
no,56.03101452727663,True,456-63-5631,normal risk,False,AK
no,89.8333027456683,True,456-70-4920,normal risk,True,AR
no,79.74876134860992,True,456-94-7420,normal risk,False,AK
no,54.28485190736861,True,457-03-6010,normal risk,False,AK
no,71.8582129503805,True,457-07-1857,normal risk,False,AL
no,59.42314019810213,True,457-26-6748,normal risk,True,AK
yes,75.94988728691885,True,457-34-6090,high risk,True,AK
no,83.65028516855551,True,457-36-4970,normal risk,False,AK
yes,76.72160603438562,True,457-49-0782,normal risk,True,AR
yes,65.6641527635289,True,457-59-0259,normal risk,True,AL
no,62.70262851140124,True,457-59-8347,normal risk,False,AK
no,81.21225307415239,True,457-73-5183,normal risk,False,AL
no,75.76268663265989,True,457-81-5859,normal risk,False,AK
no,58.83772258156215,True,457-83-3832,normal risk,True,AL
no,81.34391146539937,True,458-08-9537,normal risk,False,AR
yes,65.83717867507956,True,458-11-9048,high risk,True,AR
no,53.8586940571311,True,458-22-1726,normal risk,False,AK
no,63.42168181192118,True,458-29-5934,normal risk,False,AK
yes,55.26772341146682,True,458-31-3443,normal risk,True,AR
yes,82.50986250948327,True,458-62-6426,high risk,False,AR
no,59.78022226966977,True,458-73-6858,normal risk,False,AR
no,61.56259599314168,True,458-78-3908,normal risk,False,AL
no,54.42245822849264,True,458-89-5247,normal risk,False,AR
no,85.88247692150668,True,458-92-0637,high risk,False,AL
yes,74.5591586521734,True,459-11-1260,normal risk,False,AR
no,58.25109952879524,True,459-19-1710,normal risk,True,AL
no,75.53615054554572,True,459-21-9223,normal risk,False,AR
no,87.90545275946576,True,459-38-3894,high risk,True,AR
yes,57.80265378324083,True,459-55-3407,normal risk,False,AL
no,59.3401617926012,True,459-75-2480,normal risk,False,AK
no,77.66032316345381,True,459-86-9763,normal risk,False,AR
no,85.07768438745815,True,460-11-4647,normal risk,True,AL
no,75.72137111372334,True,460-18-3320,normal risk,False,AR
no,90.2457003160769,True,460-20-6953,high risk,True,AL
yes,61.83489893757184,True,460-36-7391,normal risk,True,AL
no,79.15491706052234,True,460-45-1325,normal risk,True,AL
no,60.08507312002836,True,460-57-8852,normal risk,False,AL
no,87.28751197742827,True,460-83-3892,normal risk,False,AL
yes,61.52620486712363,True,460-98-5561,normal risk,True,AK
no,83.63815783649744,True,461-22-8500,normal risk,False,AL
no,61.18760359733232,True,461-24-6270,normal risk,False,AL
yes,84.48755097467046,True,461-39-6062,normal risk,True,AL
yes,82.85818067930953,True,461-43-9907,high risk,True,AL
yes,57.89769608970752,True,461-59-3907,high risk,True,AR
no,72.06068448848976,True,461-72-6845,normal risk,False,AR
no,54.53427275683059,True,461-76-3704,normal risk,False,AL
no,70.65193209579715,True,461-79-2703,normal risk,False,AK
no,86.46120896246468,True,461-79-5557,normal risk,False,AR
yes,63.02276510763519,True,461-81-0694,normal risk,True,AK
no,77.85495703525982,True,461-82-2950,normal risk,False,AR
no,73.26463697422652,True,461-94-3802,normal risk,False,AL
yes,76.96803315703116,True,461-97-0205,normal risk,True,AL
no,76.25859279254554,True,462-03-6971,normal risk,True,AL
no,79.31583717528146,True,462-05-1350,normal risk,False,AR
yes,76.0553509745607,True,462-11-1106,high risk,True,AK
yes,78.74900145407312,True,462-15-6403,high risk,False,AR
no,60.11224330380058,True,462-28-4461,normal risk,False,AK
no,60.207262903622414,True,462-62-3998,normal risk,False,AL
no,58.32949405939833,True,462-74-6408,normal risk,False,AR
no,63.174859645955735,True,463-04-3336,normal risk,False,AR
no,75.36858422539456,True,463-19-8766,normal risk,False,AL
no,60.96186686636087,True,463-26-3519,normal risk,False,AK
no,86.31388709274098,True,463-44-1574,normal risk,True,AK
yes,76.13322792441211,True,463-59-4719,normal risk,False,AK
yes,80.85315288273992,True,463-80-4727,normal risk,True,AL
yes,79.16394365121988,True,463-85-6289,high risk,True,AR
no,83.0085542081262,True,463-95-3602,normal risk,False,AK
no,77.31807069184258,True,463-97-2459,normal risk,False,AR
yes,83.59297907471068,True,463-97-7833,normal risk,False,AL
no,55.565394180726045,True,463-99-9055,normal risk,False,AR
no,79.69428415259702,True,464-12-2834,normal risk,False,AL
no,57.1817244997104,True,464-37-4743,normal risk,False,AL
no,77.14070949331204,True,464-58-6276,normal risk,False,AL
no,51.3472757045441,True,464-64-8997,normal risk,True,AL
no,75.18246084355343,True,464-70-4345,normal risk,False,AR
no,62.19355085360348,True,464-79-9121,normal risk,False,AK
no,82.42797698273552,True,464-96-3255,normal risk,False,AK
yes,54.912755375962334,True,465-04-1329,high risk,True,AR
yes,56.45834134140669,True,465-05-1542,normal risk,True,AL
yes,71.81346743998171,True,465-08-0896,normal risk,True,AL
no,60.57546916906707,True,465-13-1592,normal risk,False,AK
yes,86.2194591642571,True,465-88-2099,normal risk,True,AK
yes,79.26237509559019,True,465-90-9874,normal risk,False,AR
no,54.33555787304152,True,465-97-7289,normal risk,False,AK
no,71.97482416998425,True,466-02-6618,normal risk,False,AK
no,62.38497077055531,True,466-05-0206,normal risk,False,AR
no,82.38176318792978,True,466-36-1233,normal risk,False,AL
no,60.12153691759589,True,466-38-4213,normal risk,False,AR
yes,57.86948813813536,True,466-45-2575,normal risk,False,AL
no,62.57221362244682,True,466-86-4905,normal risk,True,AR
no,55.47877942348329,True,467-03-3968,normal risk,True,AL
no,56.36270737112509,True,467-16-0727,normal risk,False,AR
no,85.51734597007692,True,467-21-8630,high risk,True,AL
yes,70.27276494527788,True,467-24-2652,normal risk,True,AL
no,80.45923111842542,True,467-35-6332,normal risk,False,AR
no,80.15979112071066,True,467-57-4782,normal risk,False,AL
yes,59.7443202258708,True,467-60-4080,high risk,False,AR
yes,77.79477791726481,True,467-88-6990,normal risk,True,AL
no,71.69641001448213,True,468-01-6062,normal risk,False,AR
no,61.00337399524975,True,468-22-4001,normal risk,False,AL
yes,78.58021379814929,True,468-29-3021,high risk,True,AK
yes,75.75388698660592,True,468-40-9202,high risk,True,AR
no,67.26391429989208,True,468-65-8350,normal risk,False,AK
no,60.228927614542826,True,468-76-8517,normal risk,False,AR
no,61.98670912347189,True,468-83-9133,normal risk,False,AR
no,58.12013612112085,True,468-86-8201,normal risk,False,AR
no,60.79993851727295,True,469-03-0522,normal risk,False,AR
no,59.82994807133731,True,469-20-2085,normal risk,False,AK
no,83.51377195100332,True,469-28-2270,normal risk,False,AK
yes,64.03853245956222,True,469-31-2010,high risk,False,AR
no,79.27538758965827,True,469-60-3471,normal risk,True,AL
no,60.49397658773859,True,469-65-0266,normal risk,False,AR
no,62.136663737996166,True,469-73-7658,normal risk,False,AK
yes,59.07144263555372,True,469-77-8641,high risk,True,AK
no,64.30761138987982,True,470-09-6689,normal risk,False,AL
yes,61.20131801152518,True,470-12-8169,normal risk,False,AR
no,63.34447023580543,True,470-16-6014,normal risk,False,AK
no,55.77318314308509,True,470-30-9707,normal risk,False,AK
no,73.82417028859106,True,470-41-8915,normal risk,False,AR
yes,76.14759978344301,True,470-63-6579,normal risk,True,AL
no,77.52690011315134,True,470-67-2911,normal risk,False,AK
no,78.53522771970849,True,470-69-1836,normal risk,False,AK
no,58.47728314587367,True,471-14-4582,normal risk,False,AR
no,85.10161851347583,True,471-16-0429,high risk,False,AK
yes,64.37989681691747,True,471-24-2049,high risk,True,AL
no,60.58452360299837,True,471-49-0285,normal risk,False,AL
no,62.69762765623827,True,471-82-7283,normal risk,False,AR
no,58.52424684559772,True,471-93-9982,normal risk,False,AK
yes,55.75839916594772,True,471-95-5549,high risk,True,AR
no,59.63971052402874,True,471-97-1660,normal risk,False,AK
yes,61.36984124068529,True,472-14-2880,normal risk,True,AL
yes,58.265414202112666,True,472-21-3978,normal risk,True,AL
no,63.7805112062852,True,472-32-3151,normal risk,False,AL
no,60.6950763507469,True,472-34-3100,normal risk,False,AL
no,62.78706040253866,True,472-64-4704,normal risk,False,AR
no,82.03440712375144,True,472-69-1387,normal risk,True,AL
no,56.03906508044507,True,472-82-9234,normal risk,False,AL
no,61.97114972216278,True,472-86-9239,normal risk,False,AL
no,71.51526882703135,True,473-33-7987,normal risk,False,AK
yes,80.93031208574749,True,473-55-0325,normal risk,False,AL
yes,62.03623202060602,True,473-75-7543,normal risk,True,AL
no,56.92713393186628,True,473-89-2453,normal risk,False,AL
no,62.84586627470732,True,473-91-1111,normal risk,False,AK
no,57.64040497145884,True,474-05-0933,normal risk,False,AR
no,70.96738221443321,True,474-11-2993,normal risk,False,AL
yes,60.52340867170131,True,474-11-7314,normal risk,True,AK
no,84.34430609453459,True,474-51-8246,normal risk,False,AK
no,87.41174098544823,True,474-62-7528,high risk,False,AR
yes,55.98526036970546,True,474-63-8111,high risk,False,AK
no,80.13097927937656,True,474-74-4841,normal risk,False,AR
no,56.467850260698825,True,474-91-5285,normal risk,False,AR
no,61.45938699310673,True,474-93-3604,normal risk,False,AR
yes,57.07854652660124,True,474-93-8123,normal risk,True,AR
yes,60.48079059538044,True,475-12-2275,normal risk,True,AL
yes,86.49284667348144,True,475-50-3624,high risk,True,AK
no,72.51799838653358,True,475-55-4689,normal risk,False,AK
no,55.49724528061993,True,475-65-9778,normal risk,False,AR
no,61.246434144529786,True,475-72-4988,normal risk,False,AR
yes,88.45654640152324,True,475-93-8511,normal risk,True,AK
no,72.08006832914849,True,475-94-5428,normal risk,True,AL
no,77.98758465033664,True,475-94-9080,normal risk,False,AR
no,61.88848222341597,True,475-98-6133,normal risk,False,AK
no,54.27211247831039,True,476-28-6825,normal risk,True,AK
yes,84.88096277349298,True,476-44-5783,high risk,True,AK
no,84.38808374496865,True,476-49-3108,normal risk,False,AK
no,88.88852132384746,True,477-02-4050,high risk,False,AL
no,62.291672049841786,True,477-19-0349,normal risk,True,AK
yes,64.77364693997967,True,477-47-7671,high risk,True,AK
no,59.81158499023096,True,477-53-9664,normal risk,False,AK
no,58.804275770123965,True,477-64-0590,normal risk,False,AR
no,80.4209678892729,True,477-74-6396,normal risk,False,AL
yes,83.46307536717939,True,477-80-9135,high risk,True,AR
no,84.41603965003895,True,477-86-0388,normal risk,False,AR
no,61.51296063222944,True,478-38-5307,normal risk,True,AK
no,82.5339412052583,True,478-52-4914,normal risk,False,AK
no,70.69297886228858,True,478-60-2959,normal risk,False,AR
no,63.57356459379261,True,478-77-9876,normal risk,False,AR
yes,59.51945071108896,True,478-82-5147,normal risk,True,AL
no,86.86090054692328,True,479-44-4748,normal risk,False,AK
no,61.941442888386405,True,479-45-3896,normal risk,False,AK
no,63.280040766808064,True,479-47-6231,normal risk,False,AK
no,81.19678968646224,True,479-52-8542,normal risk,False,AK
yes,59.96325028486862,True,479-61-4095,normal risk,True,AR
yes,83.29029443472051,True,479-62-0160,high risk,True,AK
no,55.56354409255039,True,479-65-8295,normal risk,False,AR
no,63.3661773223191,True,479-66-4590,normal risk,False,AR
no,61.02148026796397,True,479-71-2037,normal risk,False,AL
yes,58.41771880300463,True,479-75-4284,high risk,False,AK
no,60.2709410749724,True,480-17-9650,normal risk,False,AK
yes,60.458987560013085,True,480-31-8499,high risk,True,AR
yes,87.37411069681981,True,480-50-7105,high risk,True,AR
no,57.26411746513218,True,480-57-2658,normal risk,False,AR
no,57.15690660561581,True,480-59-4979,normal risk,False,AL
no,59.45290106579509,True,480-87-7128,normal risk,True,AL
no,83.27674027735752,True,480-92-2159,normal risk,False,AR
yes,74.1936826465388,True,481-27-1699,normal risk,True,AR
no,58.97624581524763,True,481-41-3827,normal risk,False,AK
no,83.87538467969478,True,481-42-0529,normal risk,False,AK
no,62.45144556106949,True,481-42-1735,normal risk,True,AR
no,79.29218743246376,True,481-50-3349,normal risk,False,AR
no,57.773242174450985,True,481-68-3726,normal risk,False,AR
yes,57.44389507345945,True,481-69-3184,high risk,True,AK
no,54.219884200789096,True,481-70-1683,normal risk,False,AK
no,75.38012803311959,True,481-84-8184,normal risk,False,AL
yes,79.17194173919496,True,481-90-2816,high risk,True,AR
no,72.68700507008357,True,481-91-6495,normal risk,False,AR
no,57.90701702620302,True,482-25-1656,normal risk,True,AK
no,76.29262919392201,True,482-30-3755,normal risk,False,AR
no,63.287941899764725,True,482-31-0989,normal risk,False,AR
no,61.9449877316779,True,482-32-5863,normal risk,False,AL
no,61.13936433372262,True,482-33-8042,normal risk,False,AR
no,58.60870534972987,True,482-78-3847,normal risk,False,AR
no,77.07757836002236,True,482-82-4001,normal risk,False,AL
no,67.26138036644916,True,482-82-8937,normal risk,True,AR
no,85.301714491625,True,482-83-5622,high risk,False,AK
no,80.73909099295453,True,482-97-4100,normal risk,False,AK
no,75.86089360224861,True,483-07-6994,normal risk,False,AR
no,59.32504394502878,True,483-09-2688,normal risk,False,AR
no,79.79368298000341,True,483-33-7411,normal risk,False,AR
no,61.42013721438812,True,483-40-1857,normal risk,False,AK
yes,55.72375010852979,True,483-48-1910,high risk,True,AK
no,59.73611794475361,True,483-68-3206,normal risk,True,AK
no,83.49061933692963,True,483-75-0353,normal risk,False,AK
no,61.82023602859236,True,483-80-3789,normal risk,True,AR
no,85.73246447227271,True,483-89-5660,high risk,True,AR
yes,82.45881642254761,True,483-97-5489,normal risk,True,AR
yes,84.71708536121268,True,484-08-0996,normal risk,True,AL
no,59.39465231535598,True,484-13-7455,normal risk,False,AR
no,80.0192111813733,True,484-25-3782,normal risk,False,AR
no,62.46278303596507,True,484-27-8173,normal risk,False,AL
no,60.23230661676066,True,484-29-8860,normal risk,False,AL
yes,82.25472533030975,True,484-46-8522,high risk,True,AL
no,78.38148157318071,True,484-54-7306,normal risk,False,AR
no,64.24574336447922,True,484-59-9347,normal risk,False,AR
no,80.65014815288362,True,484-71-9265,normal risk,False,AK
no,79.23999478969806,True,484-76-6921,normal risk,True,AK
no,59.422922283845175,True,484-84-1435,normal risk,False,AK
no,60.37392863296282,True,484-91-4984,normal risk,False,AL
yes,75.86682204605479,True,484-93-3670,normal risk,True,AR
no,75.92596796921592,True,485-10-2192,normal risk,False,AR
no,58.1525444422639,True,485-11-4014,normal risk,False,AL
yes,80.58820653381763,True,485-15-2030,high risk,True,AK
yes,74.7803643060314,True,485-17-1486,normal risk,True,AR
no,58.04349515708299,True,485-24-7847,normal risk,False,AK
no,72.72481311851011,True,485-38-4138,normal risk,False,AL
no,81.02980982388412,True,485-59-1895,normal risk,False,AL
no,89.82840072538403,True,485-69-4038,normal risk,False,AK
no,61.42256085696413,True,485-72-0671,normal risk,False,AL
no,81.32941063624604,True,485-78-5074,normal risk,False,AL
no,80.79816837273141,True,485-88-6149,normal risk,False,AK
no,85.27892842866575,True,486-09-5350,normal risk,False,AK
no,74.93102545502525,True,486-26-4977,normal risk,False,AR
no,63.24824883720176,True,486-38-5484,normal risk,False,AL
no,75.77209387171602,True,486-40-9297,normal risk,False,AK
no,76.77413171912235,True,486-47-5393,normal risk,False,AK
no,62.17043212136784,True,486-49-7647,normal risk,False,AK
no,58.71756166606246,True,486-56-2403,normal risk,False,AK
no,84.52045964977954,True,486-56-4285,normal risk,False,AK
yes,56.67601086967466,True,486-68-4552,high risk,True,AR
no,63.54535764812768,True,486-72-0475,normal risk,False,AL
no,82.63841563311996,True,486-81-6098,normal risk,False,AK
no,63.03271707145348,True,486-84-3834,normal risk,False,AK
no,58.5634938693148,True,486-98-8185,normal risk,False,AR
no,55.7132958233294,True,487-08-1253,normal risk,False,AL
no,58.48446667206719,True,487-27-7128,normal risk,False,AL
no,61.416288643639184,True,487-39-0868,normal risk,False,AK
no,60.973268531259045,True,487-41-6202,normal risk,False,AK
no,66.11905811147676,True,487-42-0738,normal risk,False,AL
no,61.21319405836677,True,487-48-5687,normal risk,False,AR
yes,60.68331104058736,True,487-63-6989,high risk,True,AR
yes,61.86481973215456,True,487-78-6056,normal risk,True,AK
no,56.91083721242836,True,487-95-3261,normal risk,False,AL
no,82.08530250889552,True,487-98-8357,normal risk,False,AL
no,76.82526435021538,True,488-06-4454,normal risk,False,AR
yes,85.5014745295491,True,488-25-0625,normal risk,True,AL
no,85.9021473386242,True,488-35-2689,normal risk,False,AK
no,82.56054448560604,True,488-35-6024,normal risk,False,AR
no,86.61387771218205,True,488-41-3879,normal risk,False,AK
no,55.42674644241219,True,488-42-1887,normal risk,False,AR
yes,83.47968313517151,True,488-43-4750,high risk,True,AL
no,83.83809153966342,True,488-47-2219,normal risk,False,AR
no,79.12182559789879,True,488-47-4616,normal risk,True,AR
yes,83.00711189602472,True,488-53-4960,high risk,True,AR
yes,78.94928846871768,True,488-66-1051,high risk,False,AK
no,58.65626143447466,True,488-66-3092,normal risk,False,AK
no,85.66508179259756,True,488-68-9834,normal risk,False,AK
yes,58.82825728096872,True,488-75-9124,high risk,False,AR
no,76.35440779061778,True,488-81-7789,normal risk,False,AR
yes,83.67464259128927,True,488-84-4475,normal risk,True,AR
no,62.30075123797695,True,488-89-7605,normal risk,False,AR
no,81.76526949209733,True,489-15-4659,normal risk,False,AL
no,61.38086501970742,True,489-21-7425,normal risk,False,AK
no,77.56749309599257,True,489-22-3774,normal risk,False,AR
yes,60.33307300961823,True,489-32-3035,high risk,True,AL
yes,82.83794189664825,True,489-36-4613,normal risk,True,AK
yes,63.06751446124891,True,489-44-8272,high risk,False,AR
no,65.75113333468084,True,489-58-9622,normal risk,False,AR
no,58.82166313145261,True,489-63-8406,normal risk,False,AK
no,80.87065584439947,True,489-74-9943,normal risk,True,AR
yes,82.9080974501723,True,490-35-9667,normal risk,False,AL
no,60.32742915604595,True,490-41-5389,normal risk,False,AK
no,59.81985844828631,True,490-44-6239,normal risk,True,AL
no,57.94022324511943,True,490-51-7283,normal risk,False,AK
no,61.72935856215587,True,490-56-7452,normal risk,False,AR
no,59.6284127776687,True,490-58-9210,normal risk,False,AL
no,77.46301723531485,True,490-63-4075,normal risk,False,AR
no,55.88099287903714,True,490-72-6550,normal risk,False,AL
no,62.24758074094156,True,490-80-4227,normal risk,False,AR
no,57.2248715419434,True,490-91-1451,normal risk,False,AR
yes,80.15064198764699,True,490-92-9011,high risk,True,AK
no,87.46300586385506,True,491-02-2058,high risk,True,AR
no,82.33470388569681,True,491-02-8112,normal risk,False,AR
no,82.44945633383962,True,491-10-0422,normal risk,False,AK
yes,72.01144940415499,True,491-11-6169,normal risk,True,AK
yes,61.31407758900882,True,491-16-5086,normal risk,True,AR
yes,79.13785596484726,True,491-17-3723,high risk,True,AR
no,65.19672987475099,True,491-20-0852,normal risk,False,AL
no,71.986103839084,True,491-33-8704,normal risk,False,AK
no,59.52786302118449,True,491-35-8988,normal risk,False,AK
no,58.41359295503505,True,491-52-2790,normal risk,True,AR
no,58.74329539838877,True,491-66-0936,normal risk,False,AK
no,76.33379895988296,True,491-80-5756,normal risk,False,AL
no,63.37864333844213,True,491-93-6642,normal risk,False,AK
no,74.32933867477348,True,492-01-8103,normal risk,False,AL
no,58.79689485375949,True,492-04-3571,normal risk,False,AL
no,79.8657672069214,True,492-17-2134,normal risk,False,AK
yes,87.57773942478768,True,492-19-8086,high risk,True,AL
no,57.80270350613576,True,493-02-7268,normal risk,False,AR
no,63.69024292930629,True,493-08-4299,normal risk,False,AR
yes,79.06531417812334,True,493-09-0476,high risk,True,AL
no,82.69161524127091,True,493-10-9253,normal risk,False,AK
no,91.45260436070392,True,493-15-9085,high risk,True,AK
no,57.17841715650784,True,493-16-2333,normal risk,False,AK
yes,59.55717360091455,True,493-39-3059,high risk,False,AR
no,60.46079055157566,True,493-80-1775,normal risk,False,AL
no,61.64870054193526,True,493-82-4514,normal risk,False,AK
yes,89.65245148027087,True,493-83-4633,normal risk,True,AR
no,83.0578027179767,True,493-85-8703,normal risk,False,AR
no,56.4097499653182,True,493-93-6802,normal risk,False,AR
no,60.57426978136559,True,493-99-4451,normal risk,False,AL
yes,63.24021837869602,True,494-31-0265,normal risk,False,AR
no,85.38946633933469,True,494-41-2121,normal risk,True,AK
no,83.42050206835684,True,494-43-6351,normal risk,False,AK
no,59.5131433484277,True,494-46-2434,normal risk,False,AK
no,58.87179379386895,True,494-47-4019,normal risk,False,AK
no,58.56435114766089,True,494-54-2092,normal risk,False,AK
yes,75.0955204803051,True,494-73-1456,high risk,True,AK
no,77.22051673454926,True,494-80-1616,normal risk,False,AL
no,60.95204086949081,True,494-85-6429,normal risk,False,AK
yes,68.53043347029003,True,494-90-2610,normal risk,True,AR
yes,56.77258844421048,True,494-94-0652,high risk,False,AL
yes,74.45943021321473,True,495-01-7945,normal risk,False,AK
no,84.09569275517296,True,495-64-8584,normal risk,False,AL
no,84.00602775621518,True,495-70-4319,normal risk,True,AL
no,58.18669597598972,True,495-81-0876,normal risk,False,AL
no,58.15633278404614,True,495-90-4591,normal risk,False,AR
no,73.5631651549514,True,495-93-1670,normal risk,True,AK
no,79.66776331027226,True,496-18-7819,normal risk,False,AK
no,73.16307354358398,True,496-24-2942,normal risk,False,AL
no,76.28356635026623,True,496-41-8779,normal risk,False,AL
no,75.67821771089969,True,496-60-0095,normal risk,False,AL
no,79.23190791568521,True,496-66-5058,normal risk,False,AL
no,81.43746995251496,True,496-79-8726,normal risk,False,AK
no,65.59874863772247,True,496-82-6779,normal risk,False,AR
no,62.63403060776783,True,496-82-6858,normal risk,False,AR
yes,59.67102549093263,True,497-16-3057,high risk,False,AK
no,69.85342042661141,True,497-20-8201,normal risk,False,AK
no,56.765674305213054,True,497-25-2553,normal risk,False,AR
yes,81.27079733424966,True,497-36-5969,normal risk,True,AL
no,62.94895609863319,True,497-69-8718,normal risk,False,AL
no,87.71632115545005,True,497-98-3089,normal risk,False,AR
no,72.2798576956924,True,498-16-5731,normal risk,False,AL
no,76.25819500244265,True,498-22-3391,normal risk,False,AR
no,78.20758134053428,True,498-24-8053,normal risk,False,AK
no,61.26269930741952,True,498-55-9086,normal risk,False,AK
no,57.73897660133719,True,498-68-6851,normal risk,False,AK
no,59.553451229485184,True,498-69-3640,normal risk,False,AK
yes,79.29307476064164,True,498-96-2595,high risk,True,AR
no,78.45341116347905,True,499-04-4808,normal risk,False,AR
no,83.98439761270832,True,499-07-0153,normal risk,False,AL
yes,59.91057553897712,True,499-12-6454,normal risk,True,AR
no,76.0096938749795,True,499-19-4366,normal risk,False,AL
no,62.01459632138065,True,499-33-0887,normal risk,False,AL
no,76.19508274686964,True,499-73-3222,normal risk,False,AL
yes,77.6095885627597,True,499-76-6094,high risk,True,AK
no,86.24010006634543,True,499-91-2677,normal risk,True,AL
no,81.43212538519047,True,499-92-0675,normal risk,False,AR
no,83.5825395601732,True,500-02-5035,normal risk,False,AL
yes,78.53583943100112,True,500-12-1753,normal risk,True,AR
no,53.70663848837701,True,500-15-7168,normal risk,False,AR
no,77.4846942572154,True,500-24-5650,normal risk,False,AK
no,82.83327742060366,True,500-42-3046,normal risk,False,AL
yes,83.6407718017312,True,500-50-4754,normal risk,True,AR
no,60.123441110490006,True,500-68-7758,normal risk,False,AR
no,77.92025208091562,True,500-69-5962,normal risk,False,AL
no,80.96274470165095,True,500-74-4999,normal risk,True,AL
yes,56.93056075728789,True,500-92-2808,high risk,True,AL
no,61.34983624859555,True,500-94-8419,normal risk,True,AK
no,58.68595935007889,True,500-96-6010,normal risk,True,AK
yes,57.6161750210992,True,500-97-9362,normal risk,False,AR
no,74.84333581070089,True,500-98-8091,normal risk,True,AK
yes,84.89127307222576,True,501-13-8752,normal risk,True,AR
no,57.017920692643486,True,501-21-1976,normal risk,False,AR
yes,77.02726118115577,True,501-33-7631,normal risk,True,AK
yes,56.751311182160514,True,501-45-3367,high risk,True,AL
no,62.53701637439687,True,501-53-4637,normal risk,False,AL
no,63.54644136766996,True,501-54-3301,normal risk,False,AR
no,57.65227586511769,True,501-61-2544,normal risk,False,AL
no,59.49984105025722,True,501-93-1523,normal risk,False,AR
no,60.04731986778039,True,501-94-0682,normal risk,False,AR
no,63.40908113914264,True,502-08-5414,normal risk,False,AL
no,76.23742811556079,True,502-13-2007,normal risk,False,AL
no,85.95412158790968,True,502-17-7981,high risk,False,AR
no,77.57845197638164,True,502-22-5941,normal risk,False,AK
yes,60.32371398693802,True,502-27-0329,high risk,True,AR
no,77.94781768980421,True,502-28-4900,normal risk,False,AL
